campaign_id,customer_id,campaign_date,campaign_type,email_subject,email_status,opened,clicked,conversion,offer_type
CMP021732,6968-URWQU,2024-02-18,Win-Back,Free Data Waiting For You,Spam,No,No,No,Extra Data
CMP021733,6968-URWQU,2024-09-03,Win-Back,Exclusive Offer Just For You,Bounced,No,No,No,20% Discount
CMP021734,4742-TXUEX,2021-01-17,Retention,Save More On Your Next Bill,Delivered,Yes,No,No,Extra Data
CMP021735,4742-TXUEX,2020-09-11,Loyalty,Save More On Your Next Bill,Delivered,No,No,No,No Offer
CMP021736,4742-TXUEX,2022-03-23,Loyalty,Save More On Your Next Bill,Delivered,No,No,No,Loyalty Reward
CMP021737,4742-TXUEX,2022-01-05,Discount,We Miss You!,Delivered,Yes,Yes,Yes,No Offer
CMP021738,4742-TXUEX,2022-03-22,Discount,We Miss You!,Delivered,Yes,Yes,No,Extra Data
CMP021739,9631-XEYKE,2023-09-11,Loyalty,Exclusive Offer Just For You,Delivered,No,No,No,Cashback
CMP021740,9631-XEYKE,2024-09-28,Loyalty,Limited Time Discount,Delivered,Yes,Yes,Yes,Loyalty Reward
CMP021741,9631-XEYKE,2023-08-15,Promotional,Thank You For Being With Us,Delivered,Yes,No,No,Premium Streaming
CMP021742,1335-MXCSE,2022-06-16,Win-Back,Free Data Waiting For You,Delivered,No,No,No,Extra Data
CMP021743,1335-MXCSE,2022-06-24,Upgrade,Upgrade Your Plan Today,Delivered,Yes,No,No,Free Installation
CMP021744,1335-MXCSE,2022-08-19,Retention,Exclusive Offer Just For You,Delivered,Yes,Yes,No,10% Discount
CMP021745,1335-MXCSE,2021-02-20,Discount,Special Loyalty Reward,Delivered,No,No,No,Cashback
CMP021746,1335-MXCSE,2024-08-18,Upgrade,Limited Time Discount,Delivered,No,No,No,Extra Data
CMP021747,1335-MXCSE,2025-10-18,Promotional,Special Loyalty Reward,Delivered,Yes,No,No,Extra Data
CMP021748,8873-TMKGR,2025-02-20,Promotional,Free Data Waiting For You,Delivered,Yes,Yes,No,Extra Data
CMP021749,8873-TMKGR,2020-08-26,Upgrade,Thank You For Being With Us,Delivered,Yes,No,No,20% Discount
CMP021750,8873-TMKGR,2025-08-03,Upgrade,Save More On Your Next Bill,Delivered,Yes,Yes,Yes,Free Upgrade
CMP021751,8873-TMKGR,2025-07-16,Upgrade,Exclusive Offer Just For You,Delivered,Yes,No,No,Loyalty Reward
CMP021752,8873-TMKGR,2025-05-26,Promotional,We Miss You!,Delivered,Yes,No,No,Loyalty Reward
CMP021753,8800-JOOCF,2023-09-18,Win-Back,Thank You For Being With Us,Delivered,Yes,No,No,Free Upgrade
CMP021754,8800-JOOCF,2022-08-02,Promotional,Upgrade Your Plan Today,Delivered,Yes,Yes,No,Extra Data
CMP021755,8800-JOOCF,2024-10-02,Upgrade,Thank You For Being With Us,Delivered,Yes,No,No,No Offer
CMP021756,8800-JOOCF,2023-12-19,Promotional,Special Loyalty Reward,Delivered,Yes,No,No,20% Discount
CMP021757,8800-JOOCF,2023-07-15,Upgrade,Free Data Waiting For You,Delivered,Yes,No,No,20% Discount
CMP021758,8800-JOOCF,2023-05-12,Retention,Upgrade Your Plan Today,Delivered,Yes,Yes,No,No Offer
CMP021759,1469-LBJQJ,2021-04-01,Win-Back,We Miss You!,Delivered,Yes,No,No,20% Discount
CMP021760,1469-LBJQJ,2024-07-04,Retention,We Miss You!,Delivered,Yes,No,No,Cashback
CMP021761,1469-LBJQJ,2021-10-08,Win-Back,We Miss You!,Delivered,No,No,No,Extra Data
CMP021762,1469-LBJQJ,2023-08-08,Loyalty,Thank You For Being With Us,Delivered,No,No,No,Loyalty Reward
CMP021763,1469-LBJQJ,2020-07-27,Loyalty,Exclusive Offer Just For You,Delivered,Yes,No,No,Loyalty Reward
CMP021764,1469-LBJQJ,2022-07-15,Discount,Special Loyalty Reward,Delivered,Yes,No,No,10% Discount
CMP021765,0064-YIJGF,2025-07-04,Retention,Exclusive Offer Just For You,Delivered,Yes,No,No,Free Upgrade
CMP021766,0064-YIJGF,2024-07-22,Loyalty,We Miss You!,Delivered,Yes,No,No,Loyalty Reward
CMP021767,0064-YIJGF,2025-04-26,Discount,Free Data Waiting For You,Delivered,Yes,No,No,10% Discount
CMP021768,0064-YIJGF,2020-05-12,Promotional,Upgrade Your Plan Today,Delivered,Yes,Yes,No,Premium Streaming
CMP021769,0064-YIJGF,2024-10-14,Retention,Save More On Your Next Bill,Delivered,No,No,No,No Offer
CMP021770,0064-YIJGF,2024-04-14,Promotional,We Miss You!,Delivered,No,No,No,Extra Data
CMP021771,0064-YIJGF,2023-06-13,Loyalty,Special Loyalty Reward,Delivered,Yes,Yes,Yes,No Offer
CMP021772,0064-YIJGF,2022-03-10,Win-Back,Free Data Waiting For You,Delivered,No,No,No,Premium Streaming
CMP021773,2386-OWURY,2023-07-06,Upgrade,Free Data Waiting For You,Delivered,Yes,No,No,Free Upgrade
CMP021774,2386-OWURY,2023-11-19,Promotional,Special Loyalty Reward,Delivered,Yes,Yes,No,Extra Data
CMP021775,2386-OWURY,2024-12-06,Retention,We Miss You!,Delivered,No,No,No,20% Discount
CMP021776,2386-OWURY,2023-05-16,Retention,Free Data Waiting For You,Delivered,Yes,No,No,20% Discount
CMP021777,2386-OWURY,2023-06-12,Loyalty,Free Data Waiting For You,Delivered,Yes,No,No,10% Discount
CMP021778,0310-VQXAM,2023-11-20,Retention,Save More On Your Next Bill,Delivered,Yes,Yes,Yes,20% Discount
CMP021779,0310-VQXAM,2025-11-13,Retention,Free Data Waiting For You,Delivered,Yes,No,No,Extra Data
CMP021780,0310-VQXAM,2020-04-15,Retention,Limited Time Discount,Delivered,Yes,No,No,Loyalty Reward
CMP021781,0310-VQXAM,2021-03-21,Discount,Free Data Waiting For You,Delivered,No,No,No,Extra Data
CMP021782,0310-VQXAM,2024-06-08,Retention,Free Data Waiting For You,Delivered,Yes,Yes,Yes,Free Upgrade
CMP021783,0310-VQXAM,2025-06-13,Retention,Special Loyalty Reward,Delivered,No,No,No,No Offer
CMP021784,0310-VQXAM,2021-02-12,Discount,We Miss You!,Delivered,Yes,No,No,No Offer
CMP021785,0310-VQXAM,2024-10-03,Discount,Save More On Your Next Bill,Delivered,Yes,Yes,No,No Offer
CMP021786,3453-RTHJQ,2024-02-27,Promotional,Upgrade Your Plan Today,Delivered,Yes,No,No,Premium Streaming
CMP021787,3453-RTHJQ,2022-11-10,Retention,Thank You For Being With Us,Delivered,Yes,No,No,Free Upgrade
CMP021788,3453-RTHJQ,2023-01-05,Loyalty,Exclusive Offer Just For You,Delivered,Yes,No,No,No Offer
CMP021789,3453-RTHJQ,2023-09-09,Upgrade,Save More On Your Next Bill,Delivered,Yes,Yes,Yes,No Offer
CMP021790,3453-RTHJQ,2025-01-19,Retention,Upgrade Your Plan Today,Delivered,Yes,No,No,Loyalty Reward
CMP021791,3453-RTHJQ,2022-12-23,Discount,Limited Time Discount,Delivered,Yes,No,No,Free Upgrade
CMP021792,6278-FEPBZ,2025-09-22,Promotional,Upgrade Your Plan Today,Delivered,Yes,No,No,Premium Streaming
CMP021793,6278-FEPBZ,2022-07-14,Win-Back,Limited Time Discount,Delivered,Yes,Yes,No,20% Discount
CMP021794,6278-FEPBZ,2022-11-28,Loyalty,Limited Time Discount,Delivered,Yes,Yes,No,Extra Data
CMP021795,6278-FEPBZ,2023-12-10,Upgrade,Special Loyalty Reward,Delivered,Yes,No,No,10% Discount
CMP021796,6278-FEPBZ,2023-03-20,Loyalty,Save More On Your Next Bill,Bounced,No,No,No,No Offer
CMP021797,6278-FEPBZ,2021-02-25,Upgrade,Exclusive Offer Just For You,Delivered,Yes,Yes,No,Free Installation
CMP021798,6278-FEPBZ,2020-03-23,Win-Back,Limited Time Discount,Delivered,Yes,No,No,Free Upgrade
CMP021799,4280-DLSHD,2020-02-03,Upgrade,We Miss You!,Delivered,Yes,Yes,No,20% Discount
CMP021800,4280-DLSHD,2025-01-06,Win-Back,Upgrade Your Plan Today,Delivered,Yes,No,No,Cashback
CMP021801,4280-DLSHD,2025-08-26,Loyalty,Save More On Your Next Bill,Delivered,Yes,Yes,No,Premium Streaming
CMP021802,4280-DLSHD,2024-02-05,Loyalty,Limited Time Discount,Delivered,Yes,Yes,No,Loyalty Reward
CMP021803,4280-DLSHD,2024-12-05,Win-Back,Thank You For Being With Us,Delivered,Yes,No,No,No Offer
CMP021804,1508-DFXCU,2020-01-11,Upgrade,Exclusive Offer Just For You,Delivered,No,No,No,20% Discount
CMP021805,1508-DFXCU,2020-02-08,Promotional,We Miss You!,Delivered,Yes,No,No,20% Discount
CMP021806,1508-DFXCU,2024-08-20,Win-Back,Limited Time Discount,Delivered,Yes,Yes,No,20% Discount
CMP021807,1508-DFXCU,2022-02-21,Loyalty,Thank You For Being With Us,Delivered,Yes,No,No,Free Upgrade
CMP021808,7868-BGSZA,2024-07-12,Loyalty,Free Data Waiting For You,Delivered,Yes,No,No,No Offer
CMP021809,7868-BGSZA,2020-08-13,Promotional,Special Loyalty Reward,Spam,No,No,No,10% Discount
CMP021810,7868-BGSZA,2021-10-14,Upgrade,Save More On Your Next Bill,Delivered,Yes,Yes,No,No Offer
CMP021811,7868-BGSZA,2024-12-14,Retention,Exclusive Offer Just For You,Delivered,Yes,Yes,Yes,Free Upgrade
CMP021812,7868-BGSZA,2021-12-09,Discount,Special Loyalty Reward,Delivered,Yes,Yes,Yes,Cashback
CMP021813,7868-BGSZA,2025-03-09,Promotional,Save More On Your Next Bill,Delivered,No,No,No,Free Installation
CMP021814,7868-BGSZA,2020-11-15,Promotional,Upgrade Your Plan Today,Delivered,Yes,Yes,No,No Offer
CMP021815,2800-QQUSO,2024-11-07,Win-Back,We Miss You!,Delivered,Yes,Yes,No,10% Discount
CMP021816,2800-QQUSO,2020-03-14,Discount,Save More On Your Next Bill,Delivered,Yes,No,No,Free Upgrade
CMP021817,2800-QQUSO,2023-08-13,Loyalty,Special Loyalty Reward,Delivered,Yes,No,No,No Offer
CMP021818,2800-QQUSO,2022-12-24,Discount,Free Data Waiting For You,Delivered,Yes,No,No,No Offer
CMP021819,2800-QQUSO,2024-05-21,Win-Back,Save More On Your Next Bill,Delivered,Yes,No,No,10% Discount
CMP021820,7973-DZRKH,2021-08-27,Win-Back,Upgrade Your Plan Today,Delivered,No,No,No,10% Discount
CMP021821,7973-DZRKH,2020-04-09,Loyalty,Free Data Waiting For You,Delivered,Yes,Yes,Yes,No Offer
CMP021822,7973-DZRKH,2023-10-15,Discount,Upgrade Your Plan Today,Delivered,Yes,Yes,No,Free Upgrade
CMP021823,7973-DZRKH,2024-03-03,Promotional,Upgrade Your Plan Today,Delivered,Yes,No,No,Loyalty Reward
CMP021824,7973-DZRKH,2022-06-16,Retention,Thank You For Being With Us,Delivered,No,No,No,Cashback
CMP021825,7973-DZRKH,2024-08-08,Promotional,Special Loyalty Reward,Delivered,Yes,No,No,Cashback
CMP021826,7973-DZRKH,2021-11-07,Win-Back,Free Data Waiting For You,Delivered,Yes,No,No,10% Discount
CMP021827,7973-DZRKH,2021-06-13,Retention,Exclusive Offer Just For You,Delivered,Yes,Yes,No,Extra Data
CMP021828,7698-YFGEZ,2020-02-08,Promotional,Upgrade Your Plan Today,Delivered,Yes,No,No,Extra Data
CMP021829,7698-YFGEZ,2021-10-06,Promotional,We Miss You!,Delivered,Yes,No,No,No Offer
CMP021830,7698-YFGEZ,2023-03-27,Loyalty,Free Data Waiting For You,Delivered,No,No,No,Premium Streaming
CMP021831,7698-YFGEZ,2020-03-10,Retention,Free Data Waiting For You,Delivered,Yes,Yes,No,10% Discount
CMP021832,7698-YFGEZ,2022-04-05,Loyalty,Limited Time Discount,Delivered,No,No,No,10% Discount
CMP021833,7698-YFGEZ,2022-04-10,Win-Back,Upgrade Your Plan Today,Delivered,No,No,No,Free Upgrade
CMP021834,7698-YFGEZ,2022-10-16,Loyalty,Upgrade Your Plan Today,Delivered,Yes,No,No,Loyalty Reward
CMP021835,7698-YFGEZ,2025-04-08,Promotional,Limited Time Discount,Delivered,Yes,No,No,No Offer
CMP021836,9773-PEQBZ,2020-11-28,Win-Back,Free Data Waiting For You,Delivered,Yes,No,No,Cashback
CMP021837,9773-PEQBZ,2023-04-28,Win-Back,Upgrade Your Plan Today,Delivered,Yes,No,No,20% Discount
CMP021838,9773-PEQBZ,2020-05-04,Loyalty,Upgrade Your Plan Today,Delivered,Yes,Yes,No,Premium Streaming
CMP021839,9773-PEQBZ,2024-12-16,Upgrade,We Miss You!,Delivered,Yes,No,No,Free Upgrade
CMP021840,9773-PEQBZ,2023-10-26,Promotional,Free Data Waiting For You,Spam,No,No,No,Cashback
CMP021841,9773-PEQBZ,2022-05-23,Loyalty,We Miss You!,Delivered,Yes,Yes,No,Free Upgrade
CMP021842,0650-BWOZN,2020-11-02,Promotional,Special Loyalty Reward,Delivered,Yes,Yes,Yes,No Offer
CMP021843,0650-BWOZN,2021-01-16,Discount,Exclusive Offer Just For You,Delivered,Yes,No,No,No Offer
CMP021844,0650-BWOZN,2023-11-01,Promotional,We Miss You!,Delivered,No,No,No,Premium Streaming
CMP021845,0650-BWOZN,2021-05-11,Discount,We Miss You!,Delivered,Yes,No,No,10% Discount
CMP021846,0650-BWOZN,2025-04-09,Loyalty,Upgrade Your Plan Today,Delivered,No,No,No,No Offer
CMP021847,0650-BWOZN,2024-10-12,Loyalty,Upgrade Your Plan Today,Delivered,Yes,No,No,10% Discount
CMP021848,0650-BWOZN,2025-04-27,Retention,Free Data Waiting For You,Delivered,Yes,Yes,No,Free Upgrade
CMP021849,7785-RDVIG,2021-09-11,Promotional,Upgrade Your Plan Today,Delivered,Yes,No,No,10% Discount
CMP021850,7785-RDVIG,2022-03-19,Win-Back,Limited Time Discount,Delivered,Yes,Yes,Yes,Extra Data
CMP021851,7785-RDVIG,2025-10-11,Promotional,Free Data Waiting For You,Delivered,Yes,No,No,Free Installation
CMP021852,7785-RDVIG,2020-09-09,Discount,Upgrade Your Plan Today,Delivered,Yes,No,No,Free Installation
CMP021853,7785-RDVIG,2022-06-21,Retention,Save More On Your Next Bill,Delivered,Yes,No,No,Extra Data
CMP021854,7785-RDVIG,2025-03-22,Upgrade,Limited Time Discount,Delivered,No,No,No,No Offer
CMP021855,9602-WCXPI,2022-07-15,Promotional,Upgrade Your Plan Today,Delivered,Yes,No,No,20% Discount
CMP021856,9602-WCXPI,2022-08-16,Retention,Exclusive Offer Just For You,Delivered,No,No,No,Cashback
CMP021857,9602-WCXPI,2022-08-05,Retention,Free Data Waiting For You,Spam,No,No,No,Cashback
CMP021858,9602-WCXPI,2024-04-06,Retention,Thank You For Being With Us,Delivered,No,No,No,Free Installation
CMP021859,2903-YYTBW,2024-03-21,Retention,Special Loyalty Reward,Delivered,Yes,Yes,No,Free Upgrade
CMP021860,2903-YYTBW,2021-05-02,Upgrade,Free Data Waiting For You,Delivered,No,No,No,Free Installation
CMP021861,2903-YYTBW,2022-03-08,Discount,Thank You For Being With Us,Delivered,Yes,Yes,No,No Offer
CMP021862,2903-YYTBW,2020-03-18,Win-Back,Limited Time Discount,Bounced,No,No,No,Loyalty Reward
CMP021863,2903-YYTBW,2022-02-11,Win-Back,Special Loyalty Reward,Delivered,Yes,No,No,10% Discount
CMP021864,2903-YYTBW,2020-04-07,Upgrade,Free Data Waiting For You,Delivered,Yes,Yes,No,Loyalty Reward
CMP021865,2903-YYTBW,2020-10-21,Upgrade,Limited Time Discount,Delivered,Yes,No,No,Free Upgrade
CMP021866,3620-MWJNE,2024-08-08,Promotional,Free Data Waiting For You,Delivered,No,No,No,Free Installation
CMP021867,3620-MWJNE,2023-01-02,Discount,We Miss You!,Delivered,No,No,No,20% Discount
CMP021868,3620-MWJNE,2023-02-28,Upgrade,Limited Time Discount,Delivered,Yes,No,No,Loyalty Reward
CMP021869,8573-JGCZW,2020-06-12,Loyalty,We Miss You!,Delivered,Yes,No,No,10% Discount
CMP021870,8573-JGCZW,2023-08-10,Discount,Upgrade Your Plan Today,Delivered,Yes,No,No,Free Installation
CMP021871,8573-JGCZW,2023-08-22,Promotional,Special Loyalty Reward,Delivered,No,No,No,10% Discount
CMP021872,6837-HAEVO,2020-02-15,Win-Back,Free Data Waiting For You,Delivered,No,No,No,Loyalty Reward
CMP021873,6837-HAEVO,2023-03-15,Retention,Limited Time Discount,Delivered,No,No,No,Loyalty Reward
CMP021874,6837-HAEVO,2020-11-11,Loyalty,Save More On Your Next Bill,Bounced,No,No,No,Free Installation
CMP021875,6837-HAEVO,2021-06-16,Win-Back,Free Data Waiting For You,Delivered,No,No,No,No Offer
CMP021876,6701-YVNQG,2021-01-16,Upgrade,Free Data Waiting For You,Delivered,Yes,No,No,No Offer
CMP021877,6701-YVNQG,2022-08-28,Win-Back,Limited Time Discount,Delivered,No,No,No,No Offer
CMP021878,6701-YVNQG,2025-08-02,Retention,We Miss You!,Delivered,Yes,Yes,No,10% Discount
CMP021879,6701-YVNQG,2021-12-20,Upgrade,Limited Time Discount,Delivered,Yes,Yes,No,No Offer
CMP021880,6701-YVNQG,2024-09-26,Loyalty,Special Loyalty Reward,Delivered,No,No,No,Free Installation
CMP021881,6701-YVNQG,2024-06-17,Retention,Upgrade Your Plan Today,Delivered,Yes,No,No,Free Installation
CMP021882,6701-YVNQG,2021-01-23,Win-Back,We Miss You!,Delivered,Yes,No,No,Extra Data
CMP021883,4304-XUMGI,2024-10-01,Win-Back,Free Data Waiting For You,Delivered,Yes,Yes,No,Free Installation
CMP021884,4304-XUMGI,2023-06-19,Win-Back,Free Data Waiting For You,Delivered,No,No,No,Premium Streaming
CMP021885,4304-XUMGI,2023-10-16,Promotional,Free Data Waiting For You,Delivered,Yes,No,No,Cashback
CMP021886,4304-XUMGI,2021-10-11,Discount,Thank You For Being With Us,Delivered,Yes,No,No,Free Upgrade
CMP021887,4304-XUMGI,2020-04-23,Discount,Save More On Your Next Bill,Delivered,Yes,No,No,Extra Data
CMP021888,4304-XUMGI,2025-05-06,Promotional,Exclusive Offer Just For You,Delivered,No,No,No,Free Upgrade
CMP021889,4304-XUMGI,2024-03-19,Win-Back,Save More On Your Next Bill,Delivered,Yes,No,No,Loyalty Reward
CMP021890,9504-YAZWB,2020-04-18,Retention,Special Loyalty Reward,Delivered,No,No,No,20% Discount
CMP021891,9504-YAZWB,2021-03-19,Retention,Thank You For Being With Us,Delivered,No,No,No,Premium Streaming
CMP021892,9504-YAZWB,2021-10-28,Discount,Exclusive Offer Just For You,Delivered,No,No,No,Cashback
CMP021893,9504-YAZWB,2021-12-20,Win-Back,Limited Time Discount,Delivered,Yes,Yes,No,Cashback
CMP021894,8819-ZBYNA,2020-02-27,Promotional,Limited Time Discount,Delivered,Yes,No,No,Free Upgrade
CMP021895,8819-ZBYNA,2023-09-26,Win-Back,Thank You For Being With Us,Delivered,Yes,Yes,No,Free Installation
CMP021896,8819-ZBYNA,2020-09-07,Discount,We Miss You!,Delivered,No,No,No,Free Installation
CMP021897,6174-NRBTZ,2025-12-11,Loyalty,Limited Time Discount,Delivered,Yes,No,No,Premium Streaming
CMP021898,6174-NRBTZ,2023-02-26,Loyalty,Save More On Your Next Bill,Delivered,Yes,Yes,Yes,Loyalty Reward
CMP021899,6174-NRBTZ,2021-03-15,Promotional,Exclusive Offer Just For You,Delivered,Yes,No,No,10% Discount
CMP021900,9481-IEBZY,2025-04-02,Loyalty,Thank You For Being With Us,Delivered,No,No,No,Premium Streaming
CMP021901,9481-IEBZY,2020-04-10,Promotional,Upgrade Your Plan Today,Delivered,Yes,No,No,Free Upgrade
CMP021902,9481-IEBZY,2022-01-12,Promotional,Save More On Your Next Bill,Bounced,No,No,No,20% Discount
CMP021903,6137-NICCO,2020-12-11,Discount,We Miss You!,Delivered,Yes,No,No,20% Discount
CMP021904,6137-NICCO,2020-11-24,Promotional,Thank You For Being With Us,Delivered,Yes,Yes,No,Free Installation
CMP021905,6137-NICCO,2021-05-21,Upgrade,Limited Time Discount,Delivered,No,No,No,Free Installation
CMP021906,6137-NICCO,2023-11-13,Win-Back,Thank You For Being With Us,Delivered,Yes,No,No,Extra Data
CMP021907,6137-NICCO,2024-06-26,Discount,Free Data Waiting For You,Delivered,Yes,No,No,20% Discount
CMP021908,6137-NICCO,2025-09-07,Promotional,Upgrade Your Plan Today,Delivered,Yes,No,No,Cashback
CMP021909,9065-ZCPQX,2021-06-13,Promotional,Free Data Waiting For You,Delivered,No,No,No,Cashback
CMP021910,9065-ZCPQX,2024-02-25,Win-Back,Special Loyalty Reward,Delivered,Yes,Yes,No,Premium Streaming
CMP021911,9065-ZCPQX,2021-10-05,Upgrade,Special Loyalty Reward,Delivered,Yes,No,No,Free Upgrade
CMP021912,9065-ZCPQX,2024-11-22,Upgrade,Upgrade Your Plan Today,Delivered,Yes,No,No,20% Discount
CMP021913,9065-ZCPQX,2020-11-05,Promotional,Limited Time Discount,Delivered,No,No,No,Loyalty Reward
CMP021914,6402-EJMWF,2023-09-27,Win-Back,We Miss You!,Delivered,Yes,Yes,Yes,Extra Data
CMP021915,6402-EJMWF,2020-11-13,Retention,Special Loyalty Reward,Delivered,No,No,No,No Offer
CMP021916,6402-EJMWF,2022-12-05,Discount,Special Loyalty Reward,Delivered,No,No,No,No Offer
CMP021917,6402-EJMWF,2023-05-11,Upgrade,Upgrade Your Plan Today,Delivered,Yes,No,No,Loyalty Reward
CMP021918,6402-EJMWF,2021-04-12,Retention,We Miss You!,Delivered,Yes,No,No,Extra Data
CMP021919,6402-EJMWF,2022-10-19,Loyalty,Upgrade Your Plan Today,Delivered,Yes,Yes,No,Premium Streaming
CMP021920,6402-EJMWF,2022-12-03,Loyalty,Free Data Waiting For You,Delivered,Yes,No,No,Free Upgrade
CMP021921,6402-EJMWF,2025-07-25,Upgrade,Free Data Waiting For You,Delivered,Yes,Yes,No,10% Discount
CMP021922,3620-EHIMZ,2023-05-22,Upgrade,Limited Time Discount,Delivered,Yes,Yes,Yes,Premium Streaming
CMP021923,3620-EHIMZ,2020-02-07,Upgrade,Special Loyalty Reward,Delivered,Yes,Yes,No,20% Discount
CMP021924,3620-EHIMZ,2020-12-02,Upgrade,Limited Time Discount,Delivered,No,No,No,Loyalty Reward
CMP021925,3620-EHIMZ,2022-11-11,Discount,Upgrade Your Plan Today,Delivered,Yes,Yes,Yes,Extra Data
CMP021926,3213-VVOLG,2025-06-06,Win-Back,Limited Time Discount,Delivered,Yes,No,No,20% Discount
CMP021927,3213-VVOLG,2021-11-14,Win-Back,We Miss You!,Delivered,Yes,No,No,Free Installation
CMP021928,3213-VVOLG,2020-05-28,Promotional,Exclusive Offer Just For You,Delivered,Yes,Yes,No,Cashback
CMP021929,3213-VVOLG,2020-08-03,Discount,Limited Time Discount,Delivered,No,No,No,No Offer
CMP021930,3213-VVOLG,2022-12-21,Loyalty,Exclusive Offer Just For You,Bounced,No,No,No,20% Discount
CMP021931,3213-VVOLG,2022-12-17,Loyalty,Upgrade Your Plan Today,Delivered,Yes,No,No,Extra Data
CMP021932,6870-ECSHE,2024-06-08,Retention,Limited Time Discount,Delivered,Yes,No,No,Cashback
CMP021933,6870-ECSHE,2023-12-16,Retention,Special Loyalty Reward,Delivered,Yes,Yes,Yes,Free Upgrade
CMP021934,6870-ECSHE,2022-06-05,Loyalty,We Miss You!,Delivered,Yes,Yes,No,Free Installation
CMP021935,6870-ECSHE,2025-10-02,Promotional,Upgrade Your Plan Today,Delivered,No,No,No,20% Discount
CMP021936,6870-ECSHE,2023-05-17,Upgrade,Free Data Waiting For You,Delivered,Yes,No,No,Loyalty Reward
CMP021937,6870-ECSHE,2020-04-18,Win-Back,Limited Time Discount,Delivered,Yes,No,No,Extra Data
CMP021938,8747-UDCOI,2022-05-23,Promotional,Limited Time Discount,Delivered,Yes,No,No,No Offer
CMP021939,8747-UDCOI,2025-02-16,Upgrade,Save More On Your Next Bill,Delivered,No,No,No,No Offer
CMP021940,8747-UDCOI,2022-05-27,Upgrade,Save More On Your Next Bill,Delivered,No,No,No,No Offer
CMP021941,8747-UDCOI,2021-03-09,Loyalty,Free Data Waiting For You,Spam,No,No,No,Free Installation
CMP021942,8747-UDCOI,2021-12-10,Upgrade,Thank You For Being With Us,Delivered,Yes,No,No,Free Installation
CMP021943,8747-UDCOI,2025-05-24,Win-Back,Free Data Waiting For You,Delivered,No,No,No,Extra Data
CMP021944,4626-OZDTJ,2024-10-22,Win-Back,Upgrade Your Plan Today,Delivered,Yes,Yes,No,Free Upgrade
CMP021945,4626-OZDTJ,2021-11-02,Upgrade,Free Data Waiting For You,Delivered,Yes,Yes,No,Cashback
CMP021946,4626-OZDTJ,2021-10-10,Promotional,Exclusive Offer Just For You,Delivered,Yes,Yes,No,Extra Data
CMP021947,4626-OZDTJ,2024-10-04,Promotional,Save More On Your Next Bill,Spam,No,No,No,Extra Data
CMP021948,4626-OZDTJ,2025-01-16,Discount,Exclusive Offer Just For You,Delivered,Yes,No,No,Cashback
CMP021949,9169-BSVIN,2020-07-21,Discount,Exclusive Offer Just For You,Delivered,Yes,No,No,Loyalty Reward
CMP021950,9169-BSVIN,2023-04-10,Retention,Limited Time Discount,Delivered,No,No,No,Cashback
CMP021951,9169-BSVIN,2023-02-26,Win-Back,Save More On Your Next Bill,Delivered,No,No,No,Free Upgrade
CMP021952,9169-BSVIN,2024-05-15,Win-Back,Special Loyalty Reward,Delivered,Yes,No,No,Cashback
CMP021953,8194-PEEBY,2021-10-14,Loyalty,Special Loyalty Reward,Delivered,No,No,No,Cashback
CMP021954,8194-PEEBY,2022-04-20,Retention,Free Data Waiting For You,Delivered,No,No,No,Free Installation
CMP021955,8194-PEEBY,2021-02-20,Promotional,Thank You For Being With Us,Delivered,Yes,Yes,No,Free Upgrade
CMP021956,8194-PEEBY,2020-05-10,Discount,Limited Time Discount,Delivered,Yes,No,No,Free Installation
CMP021957,8194-PEEBY,2021-12-11,Upgrade,Free Data Waiting For You,Delivered,Yes,No,No,Cashback
CMP021958,6872-HXFNF,2021-08-05,Win-Back,Save More On Your Next Bill,Delivered,Yes,No,No,Cashback
CMP021959,6872-HXFNF,2023-09-28,Loyalty,Thank You For Being With Us,Delivered,No,No,No,20% Discount
CMP021960,6872-HXFNF,2024-01-01,Loyalty,Special Loyalty Reward,Delivered,Yes,No,No,Free Installation
CMP021961,6872-HXFNF,2025-09-14,Retention,Limited Time Discount,Delivered,Yes,Yes,Yes,No Offer
CMP021962,6872-HXFNF,2021-05-27,Loyalty,Limited Time Discount,Delivered,Yes,No,No,No Offer
CMP021963,6872-HXFNF,2022-08-04,Discount,Free Data Waiting For You,Delivered,No,No,No,Extra Data
CMP021964,6872-HXFNF,2024-11-08,Upgrade,We Miss You!,Delivered,Yes,No,No,10% Discount
CMP021965,6872-HXFNF,2022-02-22,Upgrade,Special Loyalty Reward,Delivered,Yes,No,No,Free Upgrade
CMP021966,7714-YXSMB,2022-05-11,Promotional,Exclusive Offer Just For You,Delivered,Yes,No,No,Cashback
CMP021967,7714-YXSMB,2022-07-13,Loyalty,Limited Time Discount,Delivered,Yes,No,No,20% Discount
CMP021968,7714-YXSMB,2025-04-18,Loyalty,Thank You For Being With Us,Delivered,Yes,Yes,No,10% Discount
CMP021969,7714-YXSMB,2023-11-25,Retention,Exclusive Offer Just For You,Delivered,Yes,No,No,Loyalty Reward
CMP021970,7714-YXSMB,2021-09-14,Discount,Free Data Waiting For You,Delivered,Yes,No,No,20% Discount
CMP021971,7714-YXSMB,2020-07-09,Loyalty,Free Data Waiting For You,Bounced,No,No,No,Free Upgrade
CMP021972,7714-YXSMB,2024-12-18,Loyalty,Upgrade Your Plan Today,Delivered,Yes,No,No,Free Installation
CMP021973,7714-YXSMB,2023-09-07,Retention,We Miss You!,Delivered,Yes,No,No,Free Upgrade
