ticket_id,customer_id,created_date,issue_type,priority,status,resolution_time,agent_name,customer_rating
TKT005588,1871-MOWRM,2023-12-02,No Internet,Medium,Resolved,53,Arjun Patel,4.0
TKT005589,1871-MOWRM,2023-05-21,Payment Issue,High,In Progress,19,Karan Mehta,
TKT005590,2027-OAQQC,2024-04-18,WiFi Connectivity,High,In Progress,38,Rohit Kumar,
TKT005591,2027-OAQQC,2025-05-10,WiFi Connectivity,High,In Progress,19,Aman Singh,
TKT005592,2027-OAQQC,2025-10-14,Technical Support,High,Resolved,32,Karan Mehta,4.0
TKT005593,2027-OAQQC,2024-06-17,Billing Issue,Medium,Resolved,31,Anjali Jain,2.0
TKT005594,9090-SGQXL,2023-01-27,Router Problem,Medium,Closed,34,Aman Singh,2.0
TKT005595,9090-SGQXL,2020-01-18,Phone Service Issue,High,Resolved,34,Anjali Jain,3.0
TKT005596,9090-SGQXL,2024-04-24,No Internet,High,Open,29,Vikas Yadav,
TKT005597,6595-YGXIT,2022-10-10,TV Streaming Issue,Medium,Resolved,61,Priya Verma,1.0
TKT005598,6595-YGXIT,2020-09-07,Technical Support,High,Open,34,Rahul Sharma,
TKT005599,6595-YGXIT,2022-04-20,No Internet,High,Resolved,47,Vikas Yadav,4.0
TKT005600,9835-ZIITK,2025-04-18,WiFi Connectivity,Medium,Resolved,47,Aman Singh,4.0
TKT005601,9835-ZIITK,2025-04-14,Movie Streaming Issue,High,Closed,30,Rahul Sharma,4.0
TKT005602,9835-ZIITK,2024-08-26,Payment Issue,High,Resolved,45,Rahul Sharma,1.0
TKT005603,9835-ZIITK,2024-08-20,WiFi Connectivity,Medium,Closed,29,Rahul Sharma,4.0
TKT005604,1555-DJEQW,2020-01-22,Technical Support,High,In Progress,19,Priya Verma,
TKT005605,1555-DJEQW,2021-08-12,Router Problem,High,Resolved,30,Rohit Kumar,4.0
TKT005606,5649-TJHOV,2025-08-08,TV Streaming Issue,High,Open,42,Neha Gupta,
TKT005607,5649-TJHOV,2022-01-20,Billing Issue,High,Resolved,45,Aman Singh,4.0
TKT005608,5649-TJHOV,2021-04-04,Billing Issue,Medium,Resolved,24,Simran Kaur,4.0
TKT005609,0519-XUZJU,2024-02-05,Billing Issue,High,Closed,19,Arjun Patel,3.0
TKT005610,0519-XUZJU,2020-08-14,Slow Internet,High,Closed,34,Arjun Patel,4.0
TKT005611,0519-XUZJU,2024-01-11,TV Streaming Issue,Medium,Resolved,60,Karan Mehta,2.0
TKT005612,0519-XUZJU,2020-11-16,Billing Issue,Medium,Open,36,Karan Mehta,
TKT005613,6338-AVWCY,2021-05-12,Technical Support,Medium,Open,36,Karan Mehta,
TKT005614,6338-AVWCY,2022-07-08,Account Login,High,Resolved,32,Neha Gupta,1.0
TKT005615,9253-QXKBE,2025-04-06,Router Problem,High,Resolved,21,Vikas Yadav,1.0
TKT005616,9253-QXKBE,2020-11-13,TV Streaming Issue,Low,In Progress,100,Anjali Jain,
TKT005617,9253-QXKBE,2020-04-20,Phone Service Issue,Medium,Resolved,33,Priya Verma,1.0
TKT005618,9253-QXKBE,2022-06-21,Movie Streaming Issue,High,Resolved,23,Neha Gupta,1.0
TKT005619,9253-QXKBE,2024-05-14,Technical Support,High,Resolved,16,Karan Mehta,3.0
TKT005620,9445-SZLCH,2020-10-19,Movie Streaming Issue,Medium,Resolved,58,Rahul Sharma,4.0
TKT005621,9445-SZLCH,2021-07-21,Payment Issue,Low,Resolved,116,Vikas Yadav,3.0
TKT005622,7568-PODML,2023-09-23,Account Login,High,Resolved,21,Neha Gupta,2.0
TKT005623,7568-PODML,2021-02-26,Movie Streaming Issue,Medium,Resolved,70,Vikas Yadav,2.0
TKT005624,7568-PODML,2024-02-17,WiFi Connectivity,Medium,Resolved,47,Priya Verma,1.0
TKT005625,5349-IECLD,2023-11-14,Movie Streaming Issue,High,Closed,40,Vikas Yadav,1.0
TKT005626,5349-IECLD,2020-06-22,TV Streaming Issue,High,Closed,45,Simran Kaur,1.0
TKT005627,5349-IECLD,2024-08-28,Technical Support,Medium,Open,43,Anjali Jain,
TKT005628,5349-IECLD,2021-10-10,Movie Streaming Issue,High,Closed,33,Priya Verma,4.0
TKT005629,5349-IECLD,2022-06-02,Slow Internet,Medium,Resolved,32,Karan Mehta,4.0
TKT005630,3945-GFWQL,2023-05-10,TV Streaming Issue,Low,Closed,83,Vikas Yadav,4.0
TKT005631,3945-GFWQL,2022-09-13,Payment Issue,Medium,Closed,39,Aman Singh,2.0
TKT005632,3797-VTIDR,2021-12-19,Movie Streaming Issue,High,Open,23,Rohit Kumar,
TKT005633,3797-VTIDR,2021-11-28,Movie Streaming Issue,High,Closed,21,Arjun Patel,4.0
TKT005634,3797-VTIDR,2020-11-24,Router Problem,Medium,Resolved,54,Neha Gupta,4.0
TKT005635,3797-VTIDR,2022-04-07,Phone Service Issue,High,Resolved,41,Karan Mehta,4.0
TKT005636,9526-BIHHD,2024-08-16,Account Login,Medium,In Progress,62,Vikas Yadav,
TKT005637,9526-BIHHD,2023-12-08,No Internet,High,Resolved,20,Rahul Sharma,4.0
TKT005638,9526-BIHHD,2024-06-14,Billing Issue,Medium,Resolved,62,Rahul Sharma,4.0
TKT005639,9526-BIHHD,2021-12-25,Router Problem,Medium,Resolved,66,Rahul Sharma,4.0
TKT005640,4523-WXCEF,2024-10-20,TV Streaming Issue,High,Resolved,18,Rahul Sharma,1.0
TKT005641,4523-WXCEF,2023-01-15,Payment Issue,High,Resolved,32,Arjun Patel,4.0
TKT005642,4523-WXCEF,2025-06-01,Router Problem,Medium,Closed,65,Arjun Patel,1.0
TKT005643,4523-WXCEF,2022-04-21,Account Login,High,Resolved,44,Vikas Yadav,1.0
TKT005644,8364-TRMMK,2024-09-11,Account Login,Medium,Resolved,67,Simran Kaur,1.0
TKT005645,8364-TRMMK,2023-01-22,WiFi Connectivity,High,Resolved,14,Priya Verma,4.0
TKT005646,8364-TRMMK,2022-12-03,Router Problem,Medium,Closed,49,Priya Verma,2.0
TKT005647,3063-QFSZL,2020-04-24,Account Login,Low,In Progress,120,Rohit Kumar,
TKT005648,3063-QFSZL,2025-04-06,Router Problem,Medium,Resolved,24,Rohit Kumar,1.0
TKT005649,8775-LHDJH,2024-07-28,No Internet,High,Resolved,14,Karan Mehta,2.0
TKT005650,8775-LHDJH,2020-07-26,Router Problem,Medium,Open,31,Vikas Yadav,
TKT005651,3097-NQYSN,2021-03-19,Account Login,Low,Resolved,72,Aman Singh,2.0
TKT005652,3097-NQYSN,2024-05-12,Slow Internet,High,Closed,13,Anjali Jain,1.0
TKT005653,3097-NQYSN,2023-10-20,No Internet,Low,Open,92,Anjali Jain,
TKT005654,3565-UNOCC,2020-01-02,TV Streaming Issue,High,Resolved,31,Arjun Patel,4.0
TKT005655,3565-UNOCC,2025-04-14,Movie Streaming Issue,Medium,In Progress,33,Arjun Patel,
TKT005656,3565-UNOCC,2024-07-08,Slow Internet,Low,Resolved,97,Arjun Patel,4.0
TKT005657,3565-UNOCC,2022-02-12,Billing Issue,High,Resolved,37,Priya Verma,4.0
TKT005658,9249-FXSCK,2020-09-08,WiFi Connectivity,Medium,Open,39,Neha Gupta,
TKT005659,9249-FXSCK,2025-08-14,Account Login,Medium,Resolved,42,Vikas Yadav,4.0
TKT005660,9249-FXSCK,2023-09-02,Phone Service Issue,Low,Closed,51,Neha Gupta,3.0
TKT005661,5493-SDRDQ,2020-10-21,Billing Issue,Medium,Resolved,36,Arjun Patel,4.0
TKT005662,5493-SDRDQ,2025-02-10,Billing Issue,Medium,Closed,68,Karan Mehta,1.0
TKT005663,5493-SDRDQ,2020-04-14,Slow Internet,High,Resolved,37,Rahul Sharma,4.0
TKT005664,0871-URUWO,2024-10-13,No Internet,High,Resolved,48,Arjun Patel,2.0
TKT005665,0871-URUWO,2023-07-01,WiFi Connectivity,High,Resolved,30,Aman Singh,4.0
TKT005666,9190-MFJLN,2022-05-17,Account Login,High,Resolved,25,Simran Kaur,2.0
TKT005667,9190-MFJLN,2021-10-12,Movie Streaming Issue,Medium,Resolved,70,Neha Gupta,2.0
TKT005668,9190-MFJLN,2020-09-27,TV Streaming Issue,Medium,Closed,30,Arjun Patel,4.0
TKT005669,9190-MFJLN,2022-06-15,WiFi Connectivity,Medium,Open,55,Neha Gupta,
TKT005670,1095-JUDTC,2023-12-21,Router Problem,Medium,Resolved,57,Vikas Yadav,4.0
TKT005671,1095-JUDTC,2024-06-04,Billing Issue,Low,Resolved,70,Simran Kaur,4.0
TKT005672,1095-JUDTC,2020-01-22,Payment Issue,High,Resolved,18,Simran Kaur,4.0
TKT005673,0870-VEMYL,2020-08-24,No Internet,High,Resolved,39,Aman Singh,4.0
TKT005674,0870-VEMYL,2020-11-07,Account Login,Medium,Closed,30,Priya Verma,1.0
TKT005675,0870-VEMYL,2021-07-27,Router Problem,High,Resolved,48,Simran Kaur,1.0
TKT005676,0870-VEMYL,2022-05-02,WiFi Connectivity,Medium,Resolved,46,Neha Gupta,4.0
TKT005677,0870-VEMYL,2020-11-28,Router Problem,High,Resolved,42,Neha Gupta,3.0
TKT005678,5385-SUIRI,2021-12-10,TV Streaming Issue,Medium,Closed,53,Vikas Yadav,4.0
TKT005679,5385-SUIRI,2020-09-05,Slow Internet,Medium,Resolved,66,Priya Verma,4.0
TKT005680,5385-SUIRI,2022-06-21,Slow Internet,High,Resolved,12,Rohit Kumar,3.0
TKT005681,3982-XWFZQ,2022-01-15,WiFi Connectivity,Medium,Resolved,71,Priya Verma,1.0
TKT005682,3982-XWFZQ,2023-08-13,Slow Internet,High,Closed,32,Simran Kaur,2.0
TKT005683,3982-XWFZQ,2023-03-07,TV Streaming Issue,Medium,Resolved,36,Simran Kaur,4.0
TKT005684,3982-XWFZQ,2022-09-12,Technical Support,High,Resolved,25,Rahul Sharma,3.0
TKT005685,4009-ALQFH,2020-05-02,TV Streaming Issue,Medium,Resolved,36,Arjun Patel,4.0
TKT005686,4009-ALQFH,2022-06-18,Router Problem,Medium,Closed,71,Karan Mehta,2.0
TKT005687,4009-ALQFH,2020-05-09,Billing Issue,Medium,Closed,32,Rohit Kumar,1.0
TKT005688,3627-FCRDW,2022-08-23,TV Streaming Issue,High,Closed,44,Simran Kaur,4.0
TKT005689,3627-FCRDW,2022-11-16,Slow Internet,Medium,Open,57,Priya Verma,
TKT005690,3627-FCRDW,2022-01-11,Billing Issue,High,Resolved,46,Karan Mehta,2.0
TKT005691,3627-FCRDW,2024-05-10,Payment Issue,High,Open,16,Vikas Yadav,
TKT005692,3627-FCRDW,2021-03-14,Payment Issue,Medium,Closed,45,Arjun Patel,2.0
TKT005693,7562-GSUHK,2020-10-05,Movie Streaming Issue,High,Resolved,36,Rohit Kumar,2.0
TKT005694,7562-GSUHK,2025-08-10,Phone Service Issue,Low,In Progress,101,Anjali Jain,
TKT005695,7562-GSUHK,2025-07-06,WiFi Connectivity,High,Closed,25,Neha Gupta,3.0
TKT005696,7562-GSUHK,2020-04-18,Technical Support,Medium,In Progress,28,Aman Singh,
TKT005697,4903-UYAVB,2023-05-05,Account Login,High,Resolved,35,Aman Singh,4.0
TKT005698,4903-UYAVB,2025-04-25,Phone Service Issue,High,Resolved,16,Karan Mehta,4.0
TKT005699,4903-UYAVB,2025-05-06,Phone Service Issue,Medium,Resolved,44,Aman Singh,2.0
TKT005700,4903-UYAVB,2020-07-02,Phone Service Issue,Medium,Resolved,66,Priya Verma,3.0
TKT005701,6776-TLWOI,2021-01-13,Billing Issue,High,Open,24,Vikas Yadav,
TKT005702,6776-TLWOI,2021-04-17,Payment Issue,Low,Resolved,88,Vikas Yadav,1.0
TKT005703,4077-CROMM,2025-06-23,Billing Issue,Medium,Resolved,51,Karan Mehta,3.0
TKT005704,4077-CROMM,2021-12-14,No Internet,High,Resolved,26,Priya Verma,2.0
TKT005705,4077-CROMM,2024-08-05,Payment Issue,Low,Resolved,120,Anjali Jain,3.0
TKT005706,4077-CROMM,2024-05-06,Technical Support,Medium,In Progress,66,Neha Gupta,
TKT005707,2868-MZAGQ,2021-11-18,Slow Internet,High,Resolved,28,Simran Kaur,2.0
TKT005708,2868-MZAGQ,2024-09-04,Slow Internet,Medium,Resolved,56,Karan Mehta,2.0
TKT005709,2868-MZAGQ,2020-07-24,Payment Issue,Medium,Closed,71,Vikas Yadav,4.0
TKT005710,4847-QNOKA,2025-05-25,Router Problem,Medium,Resolved,72,Aman Singh,1.0
TKT005711,4847-QNOKA,2024-10-01,Account Login,Low,Resolved,83,Karan Mehta,4.0
TKT005712,4847-QNOKA,2023-05-11,Technical Support,High,Resolved,43,Neha Gupta,4.0
TKT005713,4847-QNOKA,2022-03-06,Router Problem,Low,Resolved,61,Neha Gupta,1.0
TKT005714,4847-QNOKA,2023-04-05,Phone Service Issue,High,Resolved,16,Aman Singh,4.0
TKT005715,6379-RXJRQ,2022-07-20,Technical Support,Medium,Resolved,72,Aman Singh,2.0
TKT005716,6379-RXJRQ,2020-02-01,No Internet,Low,Resolved,99,Aman Singh,3.0
TKT005717,8650-RHRKE,2023-03-13,TV Streaming Issue,Medium,Resolved,67,Rohit Kumar,4.0
TKT005718,8650-RHRKE,2025-09-25,Phone Service Issue,Medium,Resolved,59,Priya Verma,2.0
TKT005719,0475-RIJEP,2023-12-15,Billing Issue,High,Resolved,48,Rahul Sharma,2.0
TKT005720,0475-RIJEP,2023-12-19,No Internet,Medium,Closed,60,Simran Kaur,3.0
TKT005721,0475-RIJEP,2020-09-05,Slow Internet,Medium,Open,63,Arjun Patel,
TKT005722,0475-RIJEP,2025-02-22,Router Problem,Low,Resolved,120,Rahul Sharma,4.0
TKT005723,0475-RIJEP,2025-04-17,Technical Support,Medium,Resolved,67,Aman Singh,1.0
TKT005724,1260-TTRXI,2023-05-25,Phone Service Issue,High,Resolved,22,Priya Verma,1.0
TKT005725,1260-TTRXI,2022-07-28,TV Streaming Issue,High,Resolved,34,Karan Mehta,1.0
TKT005726,1260-TTRXI,2020-06-06,Technical Support,Medium,Closed,41,Rahul Sharma,1.0
TKT005727,6328-ZPBGN,2023-09-01,WiFi Connectivity,Medium,Resolved,52,Aman Singh,1.0
TKT005728,6328-ZPBGN,2020-04-12,TV Streaming Issue,Low,Open,105,Neha Gupta,
TKT005729,6328-ZPBGN,2024-02-26,Technical Support,Low,In Progress,109,Arjun Patel,
TKT005730,6328-ZPBGN,2021-06-28,Technical Support,High,Closed,22,Rohit Kumar,1.0
TKT005731,4789-KWMXN,2020-11-09,Movie Streaming Issue,High,Resolved,38,Aman Singh,1.0
TKT005732,4789-KWMXN,2025-10-09,Account Login,Medium,Resolved,28,Arjun Patel,1.0
TKT005733,2867-UIMSS,2025-07-10,Billing Issue,Medium,Resolved,29,Neha Gupta,3.0
TKT005734,2867-UIMSS,2021-12-06,Slow Internet,High,Open,42,Rahul Sharma,
TKT005735,2867-UIMSS,2021-04-15,Router Problem,Medium,Closed,31,Aman Singh,4.0
TKT005736,2867-UIMSS,2022-11-09,Phone Service Issue,Medium,In Progress,26,Karan Mehta,
TKT005737,2867-UIMSS,2021-01-09,Phone Service Issue,High,Closed,23,Simran Kaur,3.0
TKT005738,8111-RKSPX,2024-01-09,WiFi Connectivity,Low,Closed,115,Arjun Patel,1.0
TKT005739,8111-RKSPX,2021-12-07,Phone Service Issue,Medium,Open,38,Vikas Yadav,
TKT005740,8111-RKSPX,2022-04-10,Payment Issue,High,Closed,41,Rahul Sharma,4.0
TKT005741,8111-RKSPX,2024-03-04,Account Login,Medium,Resolved,72,Vikas Yadav,3.0
TKT005742,1585-MQSSU,2024-10-20,Phone Service Issue,High,Closed,31,Vikas Yadav,1.0
TKT005743,1585-MQSSU,2025-02-03,Phone Service Issue,Low,Open,114,Neha Gupta,
TKT005744,2856-NNASM,2024-06-20,Account Login,High,Closed,19,Simran Kaur,1.0
TKT005745,2856-NNASM,2024-03-05,Phone Service Issue,Medium,Resolved,67,Priya Verma,2.0
TKT005746,2856-NNASM,2024-10-13,No Internet,Medium,Closed,50,Karan Mehta,4.0
TKT005747,8559-CIZFV,2024-10-22,WiFi Connectivity,Medium,Closed,62,Vikas Yadav,2.0
TKT005748,8559-CIZFV,2022-02-27,Router Problem,Medium,Resolved,49,Arjun Patel,1.0
TKT005749,8559-CIZFV,2024-05-03,Movie Streaming Issue,High,Resolved,39,Aman Singh,2.0
TKT005750,8559-CIZFV,2022-10-08,TV Streaming Issue,High,Resolved,18,Anjali Jain,3.0
TKT005751,8559-CIZFV,2025-11-03,Payment Issue,Low,Open,76,Neha Gupta,
TKT005752,7547-EKNFS,2022-06-13,TV Streaming Issue,Medium,Resolved,64,Aman Singh,1.0
TKT005753,7547-EKNFS,2021-09-03,Account Login,High,Resolved,16,Arjun Patel,4.0
TKT005754,7547-EKNFS,2020-01-02,No Internet,Medium,Resolved,59,Anjali Jain,2.0
TKT005755,6769-DYBQN,2021-09-10,No Internet,Medium,Resolved,41,Anjali Jain,3.0
TKT005756,6769-DYBQN,2023-09-18,Technical Support,Medium,Resolved,66,Karan Mehta,2.0
TKT005757,6769-DYBQN,2023-05-23,Account Login,High,Resolved,32,Arjun Patel,3.0
TKT005758,6769-DYBQN,2024-02-05,Technical Support,High,Resolved,45,Rohit Kumar,2.0
TKT005759,6769-DYBQN,2024-08-06,Payment Issue,High,Closed,22,Rohit Kumar,3.0
TKT005760,4439-JMPMT,2025-11-17,Phone Service Issue,Low,In Progress,62,Arjun Patel,
TKT005761,4439-JMPMT,2022-07-05,Payment Issue,Medium,Open,34,Vikas Yadav,
TKT005762,4439-JMPMT,2023-06-13,TV Streaming Issue,High,Resolved,12,Karan Mehta,2.0
TKT005763,2446-BEGGB,2022-10-12,Movie Streaming Issue,Medium,Resolved,34,Simran Kaur,3.0
TKT005764,2446-BEGGB,2021-04-20,Slow Internet,High,Resolved,32,Anjali Jain,4.0
TKT005765,2446-BEGGB,2022-04-17,Movie Streaming Issue,Low,Resolved,52,Neha Gupta,4.0
TKT005766,2446-BEGGB,2020-01-23,WiFi Connectivity,High,Resolved,36,Simran Kaur,1.0
TKT005767,2446-BEGGB,2025-01-19,Technical Support,Medium,Closed,26,Priya Verma,2.0
TKT005768,1496-GGSUK,2022-08-07,Router Problem,High,Resolved,30,Karan Mehta,1.0
TKT005769,1496-GGSUK,2021-10-25,TV Streaming Issue,High,Resolved,38,Vikas Yadav,3.0
TKT005770,1496-GGSUK,2025-04-06,Slow Internet,High,Resolved,23,Arjun Patel,1.0
TKT005771,1496-GGSUK,2024-09-15,Movie Streaming Issue,High,Resolved,42,Aman Singh,1.0
TKT005772,1496-GGSUK,2022-10-28,Billing Issue,Medium,In Progress,28,Vikas Yadav,
TKT005773,2575-GFSOE,2025-05-02,Technical Support,Medium,Resolved,50,Aman Singh,4.0
TKT005774,2575-GFSOE,2021-06-10,Payment Issue,Medium,Resolved,35,Neha Gupta,4.0
TKT005775,2575-GFSOE,2021-08-21,Movie Streaming Issue,High,Closed,29,Anjali Jain,2.0
TKT005776,2842-JTCCU,2023-07-15,Billing Issue,High,Closed,43,Rohit Kumar,3.0
TKT005777,2842-JTCCU,2021-01-01,Technical Support,High,Resolved,26,Karan Mehta,4.0
TKT005778,3296-SILRA,2023-12-16,Account Login,High,Resolved,21,Rahul Sharma,3.0
TKT005779,3296-SILRA,2025-04-15,Payment Issue,High,In Progress,47,Neha Gupta,
TKT005780,3296-SILRA,2025-11-02,Movie Streaming Issue,High,Closed,41,Simran Kaur,1.0
TKT005781,3296-SILRA,2024-06-22,No Internet,High,Resolved,42,Neha Gupta,3.0
TKT005782,3296-SILRA,2025-04-18,Technical Support,High,Resolved,45,Aman Singh,1.0
TKT005783,9681-OXGVC,2021-07-21,Slow Internet,Medium,Closed,69,Rahul Sharma,2.0
TKT005784,9681-OXGVC,2024-12-11,Payment Issue,High,Open,26,Anjali Jain,
TKT005785,9681-OXGVC,2021-07-20,Movie Streaming Issue,High,Resolved,29,Arjun Patel,3.0
TKT005786,9681-OXGVC,2025-04-14,Technical Support,Medium,Resolved,50,Aman Singh,2.0
TKT005787,9681-OXGVC,2025-02-07,Movie Streaming Issue,High,In Progress,30,Vikas Yadav,
TKT005788,5180-UCIIQ,2024-11-21,Slow Internet,High,Open,29,Rohit Kumar,
TKT005789,5180-UCIIQ,2022-10-23,Slow Internet,Medium,Resolved,57,Simran Kaur,4.0
TKT005790,7153-OANIO,2022-10-20,Technical Support,High,Open,17,Arjun Patel,
TKT005791,7153-OANIO,2024-04-17,TV Streaming Issue,High,Open,40,Karan Mehta,
TKT005792,7153-OANIO,2020-07-22,Slow Internet,Medium,Resolved,38,Simran Kaur,3.0
TKT005793,6521-YYTYI,2025-05-27,TV Streaming Issue,Medium,Resolved,62,Anjali Jain,3.0
TKT005794,6521-YYTYI,2025-06-26,Movie Streaming Issue,Medium,Closed,69,Vikas Yadav,3.0
TKT005795,6521-YYTYI,2024-04-02,Payment Issue,High,Resolved,20,Aman Singh,2.0
TKT005796,8878-HMWBV,2022-05-19,No Internet,High,Resolved,39,Rahul Sharma,2.0
TKT005797,8878-HMWBV,2023-08-13,Movie Streaming Issue,Medium,Closed,68,Rahul Sharma,3.0
TKT005798,3751-KTZEL,2021-12-13,No Internet,High,Resolved,40,Rohit Kumar,2.0
TKT005799,3751-KTZEL,2025-06-03,No Internet,Medium,Resolved,32,Aman Singh,4.0
TKT005800,3751-KTZEL,2025-05-13,Technical Support,Medium,Resolved,54,Rohit Kumar,2.0
TKT005801,1977-STDKI,2021-04-22,Billing Issue,Medium,Resolved,70,Aman Singh,1.0
TKT005802,1977-STDKI,2025-05-02,Phone Service Issue,High,Resolved,40,Karan Mehta,4.0
TKT005803,1977-STDKI,2024-07-20,No Internet,High,Closed,26,Simran Kaur,4.0
TKT005804,5813-UECBU,2025-06-13,Payment Issue,High,Open,29,Karan Mehta,
TKT005805,5813-UECBU,2024-06-15,No Internet,Medium,In Progress,41,Anjali Jain,
TKT005806,5813-UECBU,2020-08-16,Billing Issue,Medium,In Progress,31,Karan Mehta,
TKT005807,5813-UECBU,2024-03-15,No Internet,Low,Resolved,77,Arjun Patel,3.0
TKT005808,5813-UECBU,2020-02-11,Phone Service Issue,High,Resolved,39,Neha Gupta,4.0
TKT005809,0328-GRPMV,2025-11-12,WiFi Connectivity,Medium,Closed,57,Neha Gupta,4.0
TKT005810,0328-GRPMV,2020-09-07,Payment Issue,Medium,In Progress,30,Karan Mehta,
TKT005811,4342-HENTK,2020-04-28,Billing Issue,High,Resolved,46,Arjun Patel,1.0
TKT005812,4342-HENTK,2024-03-17,Technical Support,Medium,Resolved,33,Priya Verma,3.0
TKT005813,4342-HENTK,2022-04-25,Account Login,Medium,Resolved,57,Aman Singh,4.0
TKT005814,4342-HENTK,2020-08-14,Account Login,Medium,Resolved,65,Vikas Yadav,1.0
TKT005815,4342-HENTK,2022-08-04,Payment Issue,High,Resolved,14,Simran Kaur,3.0
TKT005816,4195-SMMNX,2020-03-08,Billing Issue,High,Resolved,41,Karan Mehta,3.0
TKT005817,4195-SMMNX,2025-05-21,Account Login,Medium,Closed,70,Arjun Patel,4.0
TKT005818,4195-SMMNX,2021-06-03,Phone Service Issue,Low,Resolved,81,Vikas Yadav,2.0
TKT005819,6956-SMUCM,2024-07-13,Slow Internet,High,In Progress,24,Rohit Kumar,
TKT005820,6956-SMUCM,2025-04-13,WiFi Connectivity,High,Resolved,20,Vikas Yadav,1.0
TKT005821,6956-SMUCM,2025-03-18,Billing Issue,Medium,Open,69,Rohit Kumar,
TKT005822,6956-SMUCM,2025-02-13,Slow Internet,High,Resolved,39,Arjun Patel,2.0
TKT005823,6956-SMUCM,2020-01-07,Payment Issue,Medium,Resolved,38,Arjun Patel,1.0
TKT005824,3223-WZWJM,2025-03-04,Account Login,High,Resolved,43,Aman Singh,1.0
TKT005825,3223-WZWJM,2025-03-22,WiFi Connectivity,Medium,Resolved,30,Anjali Jain,1.0
TKT005826,9053-JZFKV,2024-06-01,Billing Issue,Medium,Resolved,72,Anjali Jain,4.0
TKT005827,9053-JZFKV,2025-10-26,Slow Internet,High,Resolved,37,Neha Gupta,2.0
TKT005828,9053-JZFKV,2025-11-03,Account Login,Medium,Open,25,Anjali Jain,
TKT005829,9053-JZFKV,2025-04-11,Billing Issue,Medium,Closed,71,Neha Gupta,3.0
TKT005830,2530-ENDWQ,2022-10-23,Movie Streaming Issue,Low,Closed,87,Simran Kaur,2.0
TKT005831,2530-ENDWQ,2024-10-14,Payment Issue,Medium,Open,50,Simran Kaur,
TKT005832,6615-ZGEDR,2022-04-16,Phone Service Issue,High,In Progress,16,Karan Mehta,
TKT005833,6615-ZGEDR,2024-12-11,Billing Issue,High,Resolved,24,Simran Kaur,3.0
TKT005834,6615-ZGEDR,2024-04-21,Payment Issue,High,Resolved,41,Priya Verma,4.0
TKT005835,6615-ZGEDR,2022-01-10,Account Login,High,Resolved,29,Aman Singh,2.0
TKT005836,6615-ZGEDR,2024-11-04,Payment Issue,Low,Closed,71,Karan Mehta,1.0
TKT005837,9250-WYPLL,2022-02-01,Technical Support,High,Resolved,23,Rahul Sharma,1.0
TKT005838,9250-WYPLL,2025-07-04,Technical Support,High,Resolved,37,Rohit Kumar,1.0
TKT005839,9250-WYPLL,2024-12-18,Router Problem,High,In Progress,31,Rohit Kumar,
TKT005840,9250-WYPLL,2023-04-22,Router Problem,Medium,Closed,53,Aman Singh,3.0
TKT005841,2754-XBHTB,2024-06-15,Technical Support,High,Resolved,48,Vikas Yadav,4.0
TKT005842,2754-XBHTB,2024-08-20,Account Login,High,Resolved,26,Rohit Kumar,2.0
TKT005843,2754-XBHTB,2025-12-22,Slow Internet,Low,Resolved,71,Arjun Patel,4.0
TKT005844,1597-LHYNC,2021-08-01,Phone Service Issue,High,Resolved,33,Vikas Yadav,3.0
TKT005845,1597-LHYNC,2023-08-17,TV Streaming Issue,Medium,Closed,54,Neha Gupta,2.0
TKT005846,1597-LHYNC,2022-06-14,Movie Streaming Issue,Low,Resolved,92,Priya Verma,4.0
TKT005847,1597-LHYNC,2021-05-24,Technical Support,Low,Closed,71,Arjun Patel,3.0
TKT005848,1597-LHYNC,2021-11-27,Technical Support,High,Resolved,24,Anjali Jain,1.0
TKT005849,7055-VKGDA,2024-05-02,Account Login,High,Resolved,14,Anjali Jain,4.0
TKT005850,7055-VKGDA,2023-03-03,Phone Service Issue,High,Resolved,47,Priya Verma,1.0
TKT005851,7055-VKGDA,2024-08-20,Phone Service Issue,Medium,Resolved,45,Rohit Kumar,3.0
TKT005852,7055-VKGDA,2022-01-13,Account Login,Low,Open,50,Rohit Kumar,
TKT005853,0754-UKWQP,2022-02-16,TV Streaming Issue,Low,Open,113,Simran Kaur,
TKT005854,0754-UKWQP,2020-11-06,No Internet,High,Resolved,26,Rahul Sharma,1.0
TKT005855,0754-UKWQP,2021-01-03,WiFi Connectivity,Medium,Resolved,32,Vikas Yadav,2.0
TKT005856,0754-UKWQP,2025-01-02,Slow Internet,Low,Closed,99,Anjali Jain,1.0
TKT005857,0754-UKWQP,2022-03-23,Account Login,Low,Resolved,78,Rahul Sharma,4.0
TKT005858,7493-TPUWZ,2020-12-15,Router Problem,High,Resolved,33,Simran Kaur,3.0
TKT005859,7493-TPUWZ,2020-07-09,Account Login,High,Resolved,47,Priya Verma,3.0
TKT005860,1577-HKTFG,2024-07-07,Billing Issue,High,Resolved,37,Priya Verma,3.0
TKT005861,1577-HKTFG,2024-02-25,Payment Issue,Medium,Resolved,39,Rohit Kumar,2.0
TKT005862,8752-STIVR,2024-02-07,No Internet,Medium,Resolved,39,Anjali Jain,1.0
TKT005863,8752-STIVR,2023-02-22,Billing Issue,Medium,Open,69,Simran Kaur,
TKT005864,4558-FANTW,2022-06-17,Billing Issue,Low,Resolved,95,Aman Singh,3.0
