complaint_id,customer_id,complaint_date,complaint_type,severity,department,status,resolution_days,customer_satisfaction
CMP002959,1794-HBQTJ,2022-08-28,Streaming Issue,High,Customer Care,In Progress,,
CMP002960,1794-HBQTJ,2025-06-19,Frequent Disconnections,Medium,Customer Care,Closed,2.0,1.0
CMP002961,1794-HBQTJ,2023-10-17,Slow Internet,Medium,Network,Resolved,10.0,3.0
CMP002962,2460-FPSYH,2021-05-25,Slow Internet,Low,Sales,In Progress,,
CMP002963,2460-FPSYH,2022-12-19,Slow Internet,Low,Billing,Resolved,5.0,3.0
CMP002964,4818-DRBQT,2020-08-16,Frequent Disconnections,Medium,Technical,Resolved,6.0,1.0
CMP002965,1320-HTRDR,2021-02-08,Billing Complaint,High,Network,Resolved,10.0,2.0
CMP002966,1320-HTRDR,2023-07-19,Poor Network,Medium,Network,Resolved,15.0,1.0
CMP002967,1493-AMTIE,2024-12-21,Payment Issue,Medium,Billing,Open,,
CMP002968,1493-AMTIE,2022-06-10,Customer Support,Medium,Network,Resolved,6.0,2.0
CMP002969,6424-ELEYH,2020-02-19,Poor Customer Support,Low,Billing,Resolved,15.0,1.0
CMP002970,6424-ELEYH,2023-06-24,Frequent Disconnections,High,Sales,Resolved,7.0,2.0
CMP002971,4391-RESHN,2021-05-26,Streaming Issue,Medium,Customer Care,Closed,1.0,2.0
CMP002972,6821-BUXUX,2022-03-18,Call Drop,Medium,Customer Care,Closed,13.0,1.0
CMP002973,6821-BUXUX,2022-06-13,Billing Complaint,Low,Customer Care,In Progress,,
CMP002974,5028-HTLJB,2023-09-12,Billing Complaint,High,Network,Resolved,12.0,3.0
CMP002975,5028-HTLJB,2021-12-11,Customer Support,High,Customer Care,Closed,8.0,2.0
CMP002976,5028-HTLJB,2021-01-09,Customer Support,High,Customer Care,Closed,8.0,3.0
CMP002977,9801-GDWGV,2020-12-25,Poor Network,Medium,Network,In Progress,,
CMP002978,9801-GDWGV,2023-09-05,Frequent Disconnections,Medium,Technical,Closed,15.0,2.0
CMP002979,9801-GDWGV,2021-11-23,Call Drop,High,Sales,Open,,
CMP002980,2320-JRSDE,2025-11-14,Payment Issue,High,Technical,Resolved,10.0,2.0
CMP002981,2320-JRSDE,2021-03-17,Payment Issue,High,Network,Resolved,2.0,1.0
CMP002982,2320-JRSDE,2021-04-23,Customer Support,Low,Sales,Resolved,4.0,1.0
CMP002983,0601-WZHJF,2025-10-22,Call Drop,Low,Billing,In Progress,,
CMP002984,0601-WZHJF,2022-08-06,Slow Internet,High,Sales,Resolved,12.0,2.0
CMP002985,0601-WZHJF,2020-12-08,Streaming Issue,Medium,Technical,Open,,
CMP002986,5143-WMWOG,2021-06-01,Payment Issue,High,Technical,Resolved,14.0,1.0
CMP002987,5143-WMWOG,2023-03-21,Payment Issue,High,Sales,Resolved,7.0,2.0
CMP002988,5393-RXQSZ,2021-10-27,Service Outage,High,Customer Care,Resolved,1.0,2.0
CMP002989,0231-LXVAP,2023-01-07,Payment Issue,High,Sales,Resolved,10.0,3.0
CMP002990,0231-LXVAP,2023-06-28,Poor Customer Support,Low,Customer Care,Open,,
CMP002991,0231-LXVAP,2023-07-25,Installation Delay,High,Customer Care,Closed,3.0,2.0
CMP002992,9444-JTXHZ,2020-03-17,Call Drop,High,Technical,Resolved,13.0,2.0
CMP002993,9444-JTXHZ,2025-01-06,Streaming Issue,High,Sales,Resolved,4.0,1.0
CMP002994,5510-BOIUJ,2025-05-04,Payment Issue,Medium,Technical,In Progress,,
CMP002995,4471-KXAUH,2025-05-27,Installation Delay,Medium,Customer Care,Closed,7.0,1.0
CMP002996,7638-QVMVY,2023-09-15,Low Download Speed,High,Billing,Open,,
CMP002997,7638-QVMVY,2023-02-18,Service Outage,High,Customer Care,Resolved,13.0,1.0
CMP002998,7638-QVMVY,2022-09-14,Poor Network,High,Customer Care,Resolved,6.0,1.0
CMP002999,3244-DCJWY,2021-09-18,Poor Customer Support,Medium,Technical,Resolved,6.0,3.0
CMP003000,3244-DCJWY,2023-04-04,Frequent Disconnections,High,Network,Resolved,14.0,1.0
CMP003001,3244-DCJWY,2020-01-19,Poor Network,Low,Technical,Resolved,12.0,2.0
CMP003002,0875-CABNR,2021-10-25,Frequent Disconnections,High,Technical,Resolved,3.0,2.0
CMP003003,7812-FZHPE,2023-12-08,Customer Support,Low,Customer Care,Open,,
CMP003004,7812-FZHPE,2023-07-02,Payment Issue,High,Billing,Resolved,5.0,1.0
CMP003005,4797-AXPXK,2021-10-25,Payment Issue,Low,Customer Care,In Progress,,
CMP003006,4797-AXPXK,2023-09-28,Slow Internet,Medium,Sales,Open,,
CMP003007,5229-PRWKT,2020-06-02,Poor Network,High,Network,Closed,4.0,3.0
CMP003008,5229-PRWKT,2023-09-26,Streaming Issue,High,Billing,Resolved,5.0,1.0
CMP003009,6982-UQZLY,2020-11-07,Billing Complaint,High,Sales,In Progress,,
CMP003010,6982-UQZLY,2020-11-13,Customer Support,Medium,Billing,Closed,3.0,3.0
CMP003011,5057-LCOUI,2022-05-25,Call Drop,High,Network,Resolved,5.0,2.0
CMP003012,0193-ESZXP,2023-05-13,Service Outage,High,Billing,Closed,4.0,3.0
CMP003013,0193-ESZXP,2025-09-11,Frequent Disconnections,High,Network,Open,,
CMP003014,0193-ESZXP,2024-09-05,Wrong Charges,Medium,Sales,Resolved,1.0,3.0
CMP003015,4369-HTUIF,2020-11-14,Low Download Speed,Low,Technical,Closed,1.0,3.0
CMP003016,0156-FVPTA,2025-07-08,Billing Complaint,Low,Sales,Resolved,3.0,1.0
CMP003017,0156-FVPTA,2021-04-05,Payment Issue,Low,Network,In Progress,,
CMP003018,0156-FVPTA,2024-05-18,Installation Delay,High,Customer Care,Resolved,9.0,2.0
CMP003019,1984-FCOWB,2023-01-18,Service Outage,Medium,Customer Care,Open,,
CMP003020,0654-HMSHN,2025-03-21,Slow Internet,Medium,Technical,Resolved,14.0,1.0
CMP003021,5287-QWLKY,2020-05-21,Slow Internet,Medium,Technical,In Progress,,
CMP003022,5196-SGOAK,2021-12-25,Wrong Charges,Medium,Sales,Closed,3.0,3.0
CMP003023,5196-SGOAK,2024-10-07,Frequent Disconnections,High,Sales,Resolved,15.0,3.0
CMP003024,1891-UAWWU,2021-03-17,Streaming Issue,Medium,Billing,Resolved,5.0,1.0
CMP003025,6108-OQZDQ,2025-03-24,Billing Complaint,High,Customer Care,Resolved,10.0,1.0
CMP003026,6108-OQZDQ,2024-03-22,Slow Internet,Medium,Sales,Resolved,3.0,3.0
CMP003027,6108-OQZDQ,2023-11-11,Wrong Charges,High,Network,Resolved,11.0,1.0
CMP003028,0363-QJVFX,2020-02-11,Payment Issue,Medium,Sales,Closed,10.0,3.0
CMP003029,0363-QJVFX,2024-02-17,Low Download Speed,High,Sales,Resolved,2.0,1.0
CMP003030,0363-QJVFX,2024-02-10,Wrong Charges,Medium,Technical,Resolved,1.0,1.0
CMP003031,9840-DVNDC,2023-12-18,Wrong Charges,High,Sales,Open,,
CMP003032,9840-DVNDC,2021-06-24,Low Download Speed,Medium,Network,Resolved,4.0,3.0
CMP003033,3096-JRDSO,2022-06-19,Call Drop,High,Sales,Resolved,7.0,2.0
CMP003034,3096-JRDSO,2022-01-21,Billing Complaint,High,Technical,Resolved,2.0,2.0
CMP003035,8042-JVNFH,2023-12-05,Service Outage,High,Customer Care,Closed,10.0,2.0
CMP003036,8042-JVNFH,2020-06-02,Installation Delay,High,Sales,Resolved,5.0,3.0
CMP003037,8042-JVNFH,2024-06-28,Call Drop,Medium,Billing,Open,,
CMP003038,3374-LXDEV,2022-11-15,Call Drop,Medium,Sales,Resolved,6.0,1.0
CMP003039,3374-LXDEV,2023-09-12,Poor Customer Support,Low,Network,Closed,6.0,3.0
CMP003040,3374-LXDEV,2022-01-20,Wrong Charges,Medium,Network,In Progress,,
CMP003041,5049-GLYVG,2022-03-06,Customer Support,Low,Technical,In Progress,,
CMP003042,5049-GLYVG,2021-04-28,Billing Complaint,Low,Billing,Resolved,15.0,1.0
CMP003043,5049-GLYVG,2021-01-16,Customer Support,Medium,Technical,Open,,
CMP003044,5883-GTGVD,2021-12-05,Streaming Issue,Medium,Sales,Closed,6.0,1.0
CMP003045,5883-GTGVD,2021-03-13,Billing Complaint,High,Billing,Open,,
CMP003046,4817-QRJSX,2023-08-17,Call Drop,High,Billing,Resolved,8.0,1.0
CMP003047,4817-QRJSX,2025-02-07,Payment Issue,Medium,Billing,Resolved,1.0,3.0
CMP003048,2398-YPMUR,2020-11-23,Service Outage,High,Sales,In Progress,,
CMP003049,2398-YPMUR,2025-03-18,Installation Delay,Low,Billing,Closed,2.0,2.0
CMP003050,2398-YPMUR,2025-09-11,Call Drop,Low,Sales,Resolved,1.0,2.0
CMP003051,9985-MWVIX,2025-07-05,Poor Customer Support,High,Sales,Resolved,2.0,2.0
CMP003052,1265-XTECC,2024-01-09,Poor Customer Support,Medium,Network,Closed,12.0,3.0
CMP003053,1265-XTECC,2025-11-17,Wrong Charges,High,Billing,Resolved,10.0,2.0
CMP003054,1265-XTECC,2021-02-16,Call Drop,Low,Sales,Closed,2.0,1.0
CMP003055,2237-ZFSMY,2020-09-17,Frequent Disconnections,Medium,Technical,Resolved,13.0,3.0
CMP003056,4871-JTKJF,2021-02-26,Payment Issue,High,Customer Care,Resolved,2.0,2.0
CMP003057,1415-YFWLT,2021-03-27,Call Drop,High,Technical,Closed,2.0,2.0
CMP003058,1415-YFWLT,2020-07-19,Payment Issue,High,Customer Care,Resolved,2.0,2.0
CMP003059,1415-YFWLT,2023-03-27,Call Drop,High,Network,Resolved,6.0,1.0
CMP003060,6711-VTNRE,2024-07-18,Poor Customer Support,Medium,Customer Care,Resolved,4.0,2.0
CMP003061,6711-VTNRE,2020-12-16,Service Outage,Medium,Technical,Resolved,9.0,1.0
CMP003062,3500-RMZLT,2024-01-21,Installation Delay,Medium,Customer Care,Open,,
CMP003063,3500-RMZLT,2020-08-12,Call Drop,High,Network,In Progress,,
CMP003064,3500-RMZLT,2023-06-01,Frequent Disconnections,High,Billing,Open,,
CMP003065,4548-SDBKE,2024-10-11,Poor Network,Medium,Sales,Resolved,5.0,1.0
CMP003066,4548-SDBKE,2023-04-06,Poor Network,Low,Sales,Resolved,3.0,2.0
CMP003067,8066-POXGX,2023-03-04,Billing Complaint,High,Network,Closed,3.0,2.0
CMP003068,8066-POXGX,2025-02-25,Wrong Charges,High,Network,Resolved,5.0,3.0
CMP003069,8066-POXGX,2024-08-16,Payment Issue,High,Billing,Closed,8.0,1.0
CMP003070,4143-OOBWZ,2025-06-18,Slow Internet,High,Billing,Resolved,4.0,2.0
CMP003071,4143-OOBWZ,2022-03-05,Payment Issue,Medium,Technical,Open,,
CMP003072,4143-OOBWZ,2020-03-23,Wrong Charges,Medium,Sales,Closed,2.0,2.0
CMP003073,7854-EKTJL,2021-12-10,Customer Support,High,Sales,Resolved,7.0,2.0
CMP003074,9102-IAYHT,2022-11-16,Poor Customer Support,Low,Technical,Resolved,9.0,1.0
CMP003075,9102-IAYHT,2025-02-26,Wrong Charges,High,Customer Care,Open,,
CMP003076,3422-LYEPQ,2024-10-13,Service Outage,Medium,Customer Care,Resolved,5.0,2.0
CMP003077,3422-LYEPQ,2022-08-05,Billing Complaint,High,Customer Care,Open,,
CMP003078,2642-DTVCO,2024-06-23,Billing Complaint,Low,Network,Resolved,12.0,1.0
CMP003079,2642-DTVCO,2024-05-04,Low Download Speed,Medium,Network,Open,,
CMP003080,2642-DTVCO,2025-01-18,Payment Issue,High,Customer Care,Open,,
CMP003081,4361-JEIVL,2021-10-23,Frequent Disconnections,Medium,Technical,Closed,15.0,1.0
CMP003082,4361-JEIVL,2025-11-11,Service Outage,High,Customer Care,Resolved,3.0,1.0
CMP003083,1363-TXLSL,2024-03-22,Poor Network,High,Billing,Closed,15.0,2.0
CMP003084,1363-TXLSL,2023-01-17,Installation Delay,Medium,Customer Care,Resolved,8.0,1.0
CMP003085,1363-TXLSL,2024-12-23,Service Outage,High,Network,In Progress,,
CMP003086,9507-EXLTT,2020-08-20,Slow Internet,High,Technical,Resolved,2.0,2.0
CMP003087,9507-EXLTT,2023-06-15,Poor Customer Support,Medium,Technical,In Progress,,
CMP003088,9507-EXLTT,2023-06-04,Service Outage,Medium,Billing,Resolved,10.0,3.0
CMP003089,9846-GKXAS,2022-07-11,Payment Issue,High,Network,In Progress,,
CMP003090,6017-PPLPX,2021-09-08,Payment Issue,Low,Customer Care,In Progress,,
CMP003091,7136-RVDTZ,2025-06-21,Payment Issue,High,Customer Care,Open,,
CMP003092,7136-RVDTZ,2025-04-11,Poor Network,High,Technical,Resolved,12.0,2.0
CMP003093,4581-SSPWD,2023-04-12,Payment Issue,High,Technical,Resolved,7.0,3.0
CMP003094,4581-SSPWD,2020-11-11,Low Download Speed,High,Network,Resolved,4.0,3.0
CMP003095,4581-SSPWD,2021-06-02,Low Download Speed,Low,Network,Resolved,13.0,3.0
CMP003096,6927-WTFIV,2020-04-02,Service Outage,Low,Customer Care,In Progress,,
CMP003097,3398-ZOUAA,2020-06-26,Call Drop,Medium,Network,In Progress,,
CMP003098,0378-NHQXU,2025-09-20,Streaming Issue,Low,Network,Closed,12.0,1.0
CMP003099,0378-NHQXU,2024-06-07,Low Download Speed,High,Sales,Closed,14.0,3.0
CMP003100,0378-NHQXU,2025-07-25,Payment Issue,Medium,Technical,Open,,
CMP003101,4512-ZUIYL,2024-09-07,Service Outage,Medium,Technical,Resolved,12.0,1.0
CMP003102,7969-AULMZ,2022-04-06,Poor Customer Support,High,Customer Care,Resolved,1.0,2.0
CMP003103,7969-AULMZ,2024-07-03,Poor Network,High,Network,Resolved,4.0,3.0
CMP003104,7969-AULMZ,2024-06-21,Streaming Issue,Medium,Billing,In Progress,,
CMP003105,0568-ONFPC,2020-06-27,Billing Complaint,High,Customer Care,Resolved,14.0,3.0
CMP003106,0568-ONFPC,2024-07-27,Customer Support,High,Customer Care,Open,,
CMP003107,0733-VUNUW,2023-02-02,Billing Complaint,Medium,Technical,Resolved,10.0,1.0
CMP003108,4550-EVXNY,2023-09-03,Installation Delay,Medium,Sales,Open,,
CMP003109,4550-EVXNY,2021-03-05,Poor Network,Medium,Sales,Resolved,11.0,1.0
CMP003110,2968-SSGAA,2021-12-26,Installation Delay,Low,Sales,In Progress,,
CMP003111,4844-JJWUY,2020-04-02,Frequent Disconnections,Medium,Sales,Closed,7.0,2.0
CMP003112,4844-JJWUY,2020-04-12,Streaming Issue,High,Billing,Resolved,6.0,2.0
CMP003113,4844-JJWUY,2023-10-24,Frequent Disconnections,Medium,Sales,Closed,5.0,1.0
CMP003114,6777-TGHTM,2020-12-15,Billing Complaint,High,Sales,Closed,1.0,2.0
CMP003115,3538-WZPHD,2024-02-12,Service Outage,High,Sales,Resolved,8.0,3.0
CMP003116,3538-WZPHD,2020-10-05,Payment Issue,Medium,Customer Care,Closed,6.0,1.0
CMP003117,4785-QRJHC,2022-06-24,Poor Customer Support,Medium,Network,Resolved,3.0,3.0
CMP003118,8610-WFCJF,2021-06-20,Streaming Issue,High,Network,Resolved,4.0,3.0
CMP003119,8610-WFCJF,2021-11-11,Wrong Charges,Low,Technical,Closed,12.0,2.0
CMP003120,8610-WFCJF,2020-02-06,Call Drop,High,Billing,Resolved,8.0,1.0
CMP003121,4905-JEFDW,2020-10-01,Billing Complaint,Medium,Billing,Resolved,3.0,1.0
CMP003122,4905-JEFDW,2024-04-05,Billing Complaint,Medium,Technical,Closed,8.0,1.0
CMP003123,7881-INRLC,2021-05-09,Payment Issue,Medium,Customer Care,In Progress,,
CMP003124,7881-INRLC,2025-07-16,Wrong Charges,High,Technical,Closed,8.0,2.0
CMP003125,0117-LFRMW,2025-11-10,Installation Delay,High,Customer Care,In Progress,,
CMP003126,6172-FECYY,2021-01-18,Slow Internet,High,Customer Care,Open,,
CMP003127,6172-FECYY,2022-12-25,Frequent Disconnections,High,Customer Care,Closed,7.0,2.0
CMP003128,1965-AKTSX,2024-09-15,Call Drop,Medium,Sales,Closed,12.0,3.0
CMP003129,1965-AKTSX,2020-01-22,Low Download Speed,Medium,Customer Care,Open,,
CMP003130,4786-UKSNZ,2021-06-23,Payment Issue,High,Sales,In Progress,,
CMP003131,7248-VZQLC,2024-02-13,Payment Issue,High,Billing,Resolved,1.0,3.0
CMP003132,0011-IGKFF,2021-03-13,Slow Internet,Medium,Technical,Resolved,8.0,2.0
CMP003133,0011-IGKFF,2022-04-13,Wrong Charges,Medium,Billing,Closed,11.0,1.0
CMP003134,4192-GORJT,2023-01-11,Poor Customer Support,High,Billing,Closed,15.0,1.0
CMP003135,4192-GORJT,2024-06-10,Service Outage,Medium,Billing,Closed,10.0,3.0
CMP003136,4192-GORJT,2021-05-21,Service Outage,Low,Billing,Open,,
CMP003137,6496-SLWHQ,2024-03-19,Poor Customer Support,High,Billing,Resolved,14.0,1.0
CMP003138,9912-GVSEQ,2021-12-03,Frequent Disconnections,High,Network,Resolved,4.0,2.0
CMP003139,5383-MMTWC,2022-12-03,Low Download Speed,High,Network,Resolved,4.0,3.0
CMP003140,5383-MMTWC,2020-02-16,Poor Customer Support,High,Technical,Resolved,3.0,3.0
CMP003141,5383-MMTWC,2025-02-27,Frequent Disconnections,High,Network,Open,,
CMP003142,7240-ETPTR,2025-06-10,Poor Customer Support,High,Technical,Resolved,13.0,3.0
CMP003143,2202-CUYXZ,2022-11-03,Slow Internet,Medium,Billing,Resolved,13.0,2.0
CMP003144,2202-CUYXZ,2022-02-28,Service Outage,Medium,Sales,Resolved,1.0,3.0
CMP003145,5995-OIGLP,2025-03-15,Poor Customer Support,Medium,Sales,In Progress,,
CMP003146,5995-OIGLP,2022-01-27,Poor Network,Low,Technical,Resolved,6.0,2.0
CMP003147,5995-OIGLP,2021-06-05,Wrong Charges,Medium,Technical,Resolved,15.0,1.0
CMP003148,6261-RCVNS,2024-08-27,Poor Customer Support,Low,Billing,Open,,
CMP003149,6261-RCVNS,2022-07-11,Streaming Issue,Low,Sales,Resolved,1.0,3.0
CMP003150,7951-QKZPL,2024-08-13,Customer Support,Medium,Network,Resolved,14.0,3.0
CMP003151,7951-QKZPL,2020-10-11,Customer Support,Low,Sales,Resolved,4.0,1.0
CMP003152,7951-QKZPL,2022-06-08,Customer Support,High,Technical,Closed,2.0,2.0
CMP003153,3640-PHQXK,2024-12-03,Call Drop,High,Technical,Resolved,14.0,3.0
CMP003154,3640-PHQXK,2022-02-28,Poor Network,Low,Billing,Open,,
CMP003155,6877-LGWXO,2025-03-21,Frequent Disconnections,Medium,Customer Care,In Progress,,
CMP003156,6877-LGWXO,2024-07-10,Service Outage,High,Technical,Resolved,14.0,3.0
CMP003157,6877-LGWXO,2021-04-24,Slow Internet,High,Network,Resolved,8.0,1.0
CMP003158,8019-ENHXU,2020-09-15,Slow Internet,Medium,Billing,Closed,7.0,1.0
CMP003159,8019-ENHXU,2025-02-20,Billing Complaint,High,Customer Care,Resolved,1.0,1.0
CMP003160,8019-ENHXU,2022-02-28,Payment Issue,Medium,Technical,Resolved,5.0,1.0
CMP003161,5167-GBFRE,2022-05-25,Wrong Charges,Medium,Technical,In Progress,,
CMP003162,5167-GBFRE,2021-11-06,Frequent Disconnections,Low,Billing,Resolved,4.0,2.0
CMP003163,5167-GBFRE,2020-10-03,Service Outage,Medium,Billing,Open,,
CMP003164,9033-EOXWV,2025-09-23,Billing Complaint,Medium,Network,Resolved,14.0,2.0
CMP003165,9033-EOXWV,2023-07-06,Low Download Speed,High,Customer Care,Resolved,7.0,1.0
CMP003166,1324-NLTJE,2025-12-10,Slow Internet,High,Network,Resolved,10.0,1.0
CMP003167,1324-NLTJE,2023-07-27,Low Download Speed,High,Network,Resolved,13.0,1.0
CMP003168,1522-VVDMG,2021-10-02,Poor Customer Support,High,Network,In Progress,,
CMP003169,1522-VVDMG,2021-12-08,Wrong Charges,Medium,Network,Resolved,5.0,1.0
CMP003170,1522-VVDMG,2022-09-20,Billing Complaint,High,Billing,Open,,
CMP003171,9185-TQCVP,2023-04-12,Service Outage,Low,Sales,Resolved,11.0,3.0
CMP003172,9185-TQCVP,2023-06-07,Payment Issue,Medium,Billing,In Progress,,
CMP003173,5567-WSELE,2023-08-25,Poor Network,Low,Customer Care,Resolved,2.0,1.0
CMP003174,8063-RJYNF,2020-09-28,Service Outage,High,Customer Care,Open,,
CMP003175,8063-RJYNF,2025-10-19,Call Drop,Medium,Network,Resolved,1.0,2.0
CMP003176,0687-ZVTHB,2021-11-17,Poor Customer Support,High,Network,In Progress,,
CMP003177,0687-ZVTHB,2022-01-13,Payment Issue,Low,Network,In Progress,,
CMP003178,0687-ZVTHB,2024-07-14,Slow Internet,High,Sales,In Progress,,
CMP003179,9661-ACXBS,2024-11-28,Frequent Disconnections,Medium,Sales,Resolved,9.0,3.0
CMP003180,9661-ACXBS,2025-04-05,Wrong Charges,High,Network,Resolved,5.0,2.0
CMP003181,3727-RJMEO,2021-04-21,Installation Delay,High,Sales,In Progress,,
CMP003182,6646-VRFOL,2023-09-25,Slow Internet,High,Network,In Progress,,
CMP003183,6646-VRFOL,2024-07-01,Service Outage,Medium,Billing,Open,,
CMP003184,5685-IIXLY,2021-06-05,Installation Delay,High,Network,Open,,
CMP003185,5685-IIXLY,2024-11-24,Service Outage,Medium,Billing,Resolved,4.0,2.0
CMP003186,5685-IIXLY,2024-11-22,Low Download Speed,High,Network,Resolved,2.0,2.0
CMP003187,4250-ZBWLV,2023-01-19,Call Drop,Medium,Sales,Closed,10.0,1.0
CMP003188,5095-AESKG,2022-12-13,Billing Complaint,Low,Network,Resolved,6.0,3.0
CMP003189,1871-MOWRM,2021-02-09,Poor Customer Support,Medium,Billing,Closed,1.0,3.0
CMP003190,2027-OAQQC,2020-04-23,Low Download Speed,High,Sales,Resolved,4.0,3.0
CMP003191,2027-OAQQC,2025-08-10,Call Drop,Medium,Sales,Resolved,13.0,2.0
CMP003192,9090-SGQXL,2025-08-08,Call Drop,Medium,Billing,Resolved,4.0,2.0
CMP003193,9090-SGQXL,2020-06-02,Poor Customer Support,High,Technical,Resolved,11.0,3.0
CMP003194,9090-SGQXL,2024-08-11,Service Outage,Low,Billing,Resolved,1.0,3.0
CMP003195,6595-YGXIT,2021-12-21,Poor Customer Support,High,Sales,Resolved,5.0,2.0
CMP003196,9835-ZIITK,2021-09-02,Poor Network,High,Customer Care,Closed,11.0,3.0
CMP003197,9835-ZIITK,2022-09-09,Payment Issue,High,Sales,In Progress,,
CMP003198,9835-ZIITK,2025-03-21,Wrong Charges,High,Technical,Open,,
CMP003199,1555-DJEQW,2022-03-10,Slow Internet,High,Sales,Resolved,6.0,1.0
CMP003200,1555-DJEQW,2022-01-11,Low Download Speed,High,Billing,In Progress,,
CMP003201,5649-TJHOV,2022-10-07,Installation Delay,Medium,Customer Care,Closed,11.0,2.0
CMP003202,5649-TJHOV,2020-11-27,Wrong Charges,Low,Sales,Closed,4.0,2.0
CMP003203,0519-XUZJU,2020-07-19,Streaming Issue,High,Network,In Progress,,
CMP003204,0519-XUZJU,2025-03-17,Streaming Issue,Medium,Billing,Open,,
CMP003205,0519-XUZJU,2023-07-02,Service Outage,Medium,Billing,Open,,
CMP003206,6338-AVWCY,2023-08-15,Wrong Charges,High,Billing,Closed,15.0,3.0
CMP003207,6338-AVWCY,2021-09-18,Frequent Disconnections,High,Customer Care,Resolved,7.0,1.0
CMP003208,6338-AVWCY,2024-09-28,Payment Issue,High,Customer Care,Resolved,6.0,2.0
CMP003209,9253-QXKBE,2024-03-11,Low Download Speed,Medium,Technical,In Progress,,
CMP003210,9253-QXKBE,2020-08-25,Call Drop,Medium,Technical,Closed,1.0,2.0
CMP003211,9445-SZLCH,2025-01-12,Call Drop,Low,Network,In Progress,,
CMP003212,7568-PODML,2025-03-16,Wrong Charges,High,Network,Closed,2.0,2.0
CMP003213,7568-PODML,2024-05-13,Streaming Issue,Medium,Customer Care,Resolved,6.0,2.0
CMP003214,7568-PODML,2025-02-14,Poor Customer Support,Low,Network,Resolved,6.0,1.0
CMP003215,5349-IECLD,2023-07-05,Payment Issue,High,Billing,In Progress,,
CMP003216,5349-IECLD,2022-01-08,Billing Complaint,High,Technical,Open,,
CMP003217,5349-IECLD,2020-04-14,Poor Customer Support,Medium,Customer Care,Open,,
CMP003218,3945-GFWQL,2022-07-13,Billing Complaint,Medium,Network,In Progress,,
CMP003219,3797-VTIDR,2020-08-16,Wrong Charges,High,Customer Care,Resolved,13.0,3.0
CMP003220,3797-VTIDR,2023-12-09,Installation Delay,Low,Sales,Closed,5.0,1.0
CMP003221,9526-BIHHD,2023-12-21,Service Outage,High,Sales,Resolved,10.0,3.0
CMP003222,4523-WXCEF,2022-06-22,Service Outage,Medium,Technical,Closed,5.0,1.0
CMP003223,8364-TRMMK,2025-08-22,Payment Issue,Low,Network,Resolved,1.0,2.0
CMP003224,8364-TRMMK,2025-11-01,Poor Customer Support,Medium,Billing,Closed,10.0,3.0
CMP003225,8364-TRMMK,2024-05-03,Wrong Charges,High,Sales,Resolved,13.0,1.0
CMP003226,3063-QFSZL,2025-01-12,Low Download Speed,Medium,Billing,Resolved,6.0,3.0
CMP003227,3063-QFSZL,2020-11-21,Service Outage,High,Billing,Closed,7.0,3.0
CMP003228,8775-LHDJH,2023-03-21,Billing Complaint,High,Billing,Resolved,11.0,2.0
CMP003229,3097-NQYSN,2025-01-08,Slow Internet,Low,Customer Care,Resolved,9.0,3.0
CMP003230,3097-NQYSN,2025-01-24,Service Outage,High,Network,Closed,12.0,1.0
CMP003231,3565-UNOCC,2023-10-15,Wrong Charges,Medium,Customer Care,Closed,11.0,1.0
CMP003232,3565-UNOCC,2023-06-22,Poor Network,Medium,Customer Care,Open,,
CMP003233,3565-UNOCC,2023-11-26,Wrong Charges,Medium,Network,Resolved,1.0,2.0
CMP003234,9249-FXSCK,2020-01-08,Low Download Speed,High,Customer Care,Open,,
CMP003235,9249-FXSCK,2024-09-26,Payment Issue,High,Customer Care,Resolved,15.0,2.0
CMP003236,9249-FXSCK,2021-02-19,Installation Delay,Medium,Billing,Resolved,14.0,1.0
CMP003237,5493-SDRDQ,2023-03-21,Poor Customer Support,High,Sales,Open,,
CMP003238,5493-SDRDQ,2025-04-18,Wrong Charges,Low,Billing,In Progress,,
CMP003239,0871-URUWO,2025-02-05,Low Download Speed,Low,Technical,Resolved,12.0,2.0
CMP003240,9190-MFJLN,2020-05-22,Wrong Charges,Medium,Network,Closed,12.0,2.0
CMP003241,9190-MFJLN,2025-08-14,Billing Complaint,Medium,Technical,Closed,9.0,2.0
CMP003242,1095-JUDTC,2022-04-19,Installation Delay,High,Customer Care,In Progress,,
CMP003243,0870-VEMYL,2021-06-04,Wrong Charges,Medium,Technical,In Progress,,
CMP003244,5385-SUIRI,2024-03-03,Streaming Issue,High,Network,Closed,4.0,2.0
CMP003245,5385-SUIRI,2020-03-16,Wrong Charges,Medium,Billing,Resolved,12.0,1.0
CMP003246,5385-SUIRI,2023-12-11,Service Outage,High,Sales,Closed,15.0,2.0
CMP003247,3982-XWFZQ,2020-04-22,Billing Complaint,Low,Billing,Resolved,9.0,2.0
CMP003248,3982-XWFZQ,2025-07-10,Installation Delay,High,Billing,In Progress,,
CMP003249,4009-ALQFH,2025-10-25,Wrong Charges,High,Sales,Closed,12.0,2.0
CMP003250,4009-ALQFH,2023-09-20,Frequent Disconnections,Medium,Customer Care,Resolved,14.0,1.0
CMP003251,4009-ALQFH,2021-07-01,Billing Complaint,High,Sales,Resolved,4.0,1.0
CMP003252,3627-FCRDW,2025-08-15,Service Outage,High,Customer Care,Closed,2.0,3.0
CMP003253,7562-GSUHK,2023-02-21,Service Outage,High,Sales,Resolved,8.0,2.0
