Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Score,CLTV,total_logins,avg_session_minutes,successful_logins,total_transactions,total_amount,avg_transaction,total_internet_usage,avg_download_speed,avg_upload_speed,total_call_minutes,total_sms,total_streaming_hours,support_ticket_count,avg_resolution_time,avg_customer_rating,complaint_count,avg_resolution_days,total_campaigns,emails_opened,emails_clicked,conversions,total_offers,offers_accepted,total_offer_value
0,0,0,0,38,1,2,0,2,2,2,0,0,0,0,1,0,66.15,2522.4,0,78,4933,74,50.45945945945946,74,38,2774.38,73.01,8028.24,55.425789473684205,25.715526315789475,52175,16849,0.0,2.0,28.0,5.0,1.0,9.0,7,5,2,1,0.0,0.0,0.0
1,0,1,1,38,1,0,2,1,1,1,1,1,1,0,0,2,19.6,717.3,0,34,3854,89,51.662921348314605,87,38,821.12,21.60842105263158,0.0,0.0,0.0,41868,16451,0.0,2.0,23.0,3.5,0.0,0.0,3,1,1,1,0.0,0.0,0.0
1,0,0,0,34,1,0,0,0,2,0,0,0,0,0,1,2,49.8,1734.2,0,47,2711,51,46.490196078431374,51,34,1875.83,55.171470588235294,8309.21,47.43705882352941,25.25588235294117,41691,14503,0.0,1.0,52.0,0.0,0.0,0.0,4,4,1,0,1.0,1.0,0.0
0,0,1,0,70,1,2,1,0,0,2,0,2,2,1,1,2,101.75,7069.3,0,47,5596,130,48.03846153846154,127,70,7824.15,111.77357142857144,39079.99,365.243,146.84914285714285,92986,29847,9947.09,1.0,52.0,4.0,1.0,15.0,7,6,3,1,0.0,0.0,0.0
0,0,0,0,13,1,0,0,2,0,0,2,0,0,1,0,3,55.15,742.9,0,59,3161,85,51.2,84,13,790.92,60.84,2456.5,50.89153846153847,23.82461538461538,19788,4267,0.0,1.0,15.0,4.0,1.0,2.0,8,7,3,2,1.0,1.0,0.0
0,0,0,0,61,1,2,1,0,2,2,0,2,2,1,1,2,103.95,6423,0,59,4148,117,51.18803418803419,114,61,6972.99,114.31131147540984,33695.35,359.25721311475405,156.62098360655736,86828,23961,8937.75,2.0,54.5,0.0,0.0,0.0,5,4,3,0,1.0,1.0,31.18
1,0,0,0,41,1,0,1,0,2,0,2,2,2,2,1,1,99.65,4220.35,0,66,2640,131,50.25954198473283,127,41,4477.44,109.20585365853655,21636.56,338.6448780487805,147.57268292682926,52308,16615,5535.1,1.0,33.0,5.0,1.0,12.0,3,3,0,0,0.0,0.0,0.0
1,0,0,0,21,1,2,1,0,0,0,0,0,0,0,1,2,73.7,1558.7,0,39,2071,79,50.86075949367088,76,21,1704.75,81.17857142857143,11407.24,322.9009523809524,162.98857142857145,23533,8659,0.0,1.0,32.0,5.0,0.0,0.0,6,4,2,1,0.0,0.0,0.0
1,1,0,0,55,0,1,0,0,0,2,0,2,2,1,1,0,50.05,2743.45,0,70,4932,70,54.41428571428571,67,55,3053.14,55.51163636363636,11470.38,47.104,26.45036363636364,0,0,7444.0,2.0,56.5,5.0,0.0,0.0,3,1,0,0,0.0,0.0,0.0
1,0,1,0,69,0,1,0,2,0,2,2,2,2,2,0,0,60.25,4055.5,0,44,5717,119,50.15966386554622,118,69,4606.91,66.76681159420289,15007.45,51.85594202898551,25.17391304347826,0,0,10370.76,2.0,65.0,4.0,0.0,0.0,3,2,0,0,0.0,0.0,0.0
0,1,1,0,69,1,0,1,2,2,0,0,0,2,1,0,1,87.3,6055.55,0,69,4148,122,48.81967213114754,119,69,6719.01,97.37695652173912,35945.71,342.3376811594203,156.20014492753623,88678,28595,9463.3,2.0,51.0,5.0,2.0,7.5,5,4,2,1,0.0,0.0,0.0
1,0,1,1,47,1,2,0,0,2,0,0,0,0,0,0,2,54.25,2538.2,0,71,2320,96,50.16666666666666,92,47,2815.94,59.9136170212766,9998.61,50.21531914893617,25.440851063829783,61597,18697,0.0,2.0,84.0,4.0,1.0,1.0,7,5,3,1,0.0,0.0,0.0
0,0,1,1,72,1,0,0,2,2,2,2,2,2,2,0,0,85.3,6129.2,0,28,4456,103,51.05825242718446,101,72,6837.52,94.96555555555555,16236.34,50.86666666666667,25.64805555555556,87629,30128,9917.26,0.0,0.0,0.0,0.0,0.0,6,5,0,0,1.0,1.0,100.0
1,1,1,0,33,0,1,0,0,2,2,2,2,0,0,1,2,50.0,1750.85,0,65,5600,66,47.46969696969697,65,33,1829.5,55.43939393939394,7939.94,52.70363636363636,22.22121212121212,0,0,4235.69,2.0,60.5,4.0,0.0,0.0,4,3,0,0,1.0,1.0,5.0
0,0,1,1,72,1,2,0,2,2,2,2,2,2,2,0,1,90.95,6652.45,0,66,5096,79,56.9493670886076,77,72,7222.2,100.30833333333334,16228.6,50.14069444444445,26.099722222222223,92707,32438,9489.87,2.0,62.5,4.0,1.0,5.0,6,4,2,0,0.0,0.0,0.0
1,1,1,0,37,1,0,1,0,0,0,0,0,0,0,1,0,72.25,2575.45,0,20,4121,57,53.2280701754386,57,37,3027.85,81.83378378378379,17931.670000000002,392.9667567567568,166.38864864864863,42044,15317,0.0,1.0,35.0,5.0,0.0,0.0,7,2,0,0,0.0,0.0,0.0
0,1,1,1,62,1,2,1,0,2,2,0,0,2,0,1,1,96.1,6019.35,0,37,5868,101,49.227722772277225,98,62,6704.16,108.1316129032258,33587.82,354.13451612903225,152.00096774193548,85038,25050,8592.6,3.0,53.66666666666666,4.0,0.0,0.0,8,8,4,2,1.0,1.0,19.22
0,0,1,0,71,1,0,2,1,1,1,1,1,1,2,0,1,19.85,1379.6,0,56,4121,97,55.68041237113402,93,71,1549.59,21.825211267605635,0.0,0.0,0.0,84932,27951,0.0,0.0,0.0,0.0,0.0,0.0,8,6,1,0,0.0,0.0,0.0
1,0,0,1,23,1,0,0,0,2,0,2,0,0,0,1,0,55.3,1284.2,0,65,4028,97,50.628865979381445,97,23,1412.25,61.40217391304348,4533.77,48.47086956521739,25.33217391304348,33142,7883,0.0,0.0,0.0,0.0,1.0,0.0,3,2,2,0,0.0,0.0,0.0
0,0,0,0,16,1,0,2,1,1,1,1,1,1,1,0,3,20.1,296.15,0,72,5052,56,49.785714285714285,56,16,349.37,21.835625,0.0,0.0,0.0,19512,5986,0.0,2.0,62.5,4.0,0.0,0.0,5,3,1,1,1.0,0.0,500.0
1,0,0,0,9,1,0,0,2,0,2,2,2,0,0,1,3,69.5,653.25,0,72,3628,42,46.07142857142857,41,9,696.38,77.37555555555555,2344.45,52.26777777777777,22.6,9979,3292,1196.69,2.0,46.5,4.5,1.0,12.0,5,3,1,1,2.0,2.0,506.95
1,0,1,1,17,1,2,2,1,1,1,1,1,1,2,1,3,25.15,412.6,0,33,3931,80,49.075,78,17,480.65,28.27352941176471,0.0,0.0,0.0,20506,6620,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,2,1.0,1.0,5.03
0,0,1,0,24,1,2,1,0,0,2,0,0,0,0,1,3,79.65,1928.7,0,72,3816,71,51.71830985915493,70,24,2076.59,86.52458333333334,12522.48,372.4191666666666,174.2775,32092,10475,0.0,2.0,20.5,4.5,2.0,11.0,6,6,0,0,0.0,0.0,0.0
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,71.25,71.25,0,49,5033,86,45.84883720930232,84,1,76.95,76.95,297.05,130.39,201.09,2405,722,0.0,2.0,44.5,4.0,1.0,7.0,8,6,2,1,0.0,0.0,0.0
1,1,0,0,72,1,2,1,2,2,2,2,2,2,2,0,0,113.8,7845.8,0,56,4598,101,49.65346534653465,100,72,9156.06,127.1675,38204.48,353.21972222222223,156.60680555555555,100830,31858,8825.41,0.0,0.0,0.0,1.0,2.0,8,5,1,0,0.0,0.0,0.0
0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,2,24.55,1750.7,0,52,4169,116,49.241379310344826,111,72,1942.14,26.974166666666665,0.0,0.0,0.0,104204,29479,0.0,0.0,0.0,0.0,0.0,0.0,6,5,3,1,0.0,0.0,0.0
0,0,0,1,11,1,0,2,1,1,1,1,1,1,0,0,1,19.7,216.2,0,67,3838,70,55.142857142857146,70,11,247.88,22.53454545454545,0.0,0.0,0.0,13754,4516,0.0,1.0,37.0,0.0,0.0,0.0,6,6,0,0,0.0,0.0,0.0
0,1,1,0,60,1,2,1,0,0,2,0,2,2,1,1,1,100.5,6029,0,34,6442,120,48.1,115,60,6673.1900000000005,111.21983333333334,31233.09,358.9866666666667,157.18416666666664,69937,27303,8313.08,2.0,33.0,3.5,1.0,0.0,4,3,0,0,0.0,0.0,0.0
0,0,0,0,49,1,0,0,0,0,2,2,2,2,2,1,0,74.45,3721.9,0,60,4517,107,50.06542056074766,105,49,4055.18,82.75877551020407,10873.77,50.99734693877551,27.059591836734697,63503,15594,5914.15,2.0,39.5,5.0,0.0,0.0,4,4,2,1,1.0,0.0,100.0
0,1,0,0,30,1,2,1,0,2,2,0,2,2,0,1,2,104.1,3121.1,0,59,5655,84,47.41666666666666,81,30,3461.3,115.37666666666668,16160.49,355.405,157.83633333333333,41979,10464,3926.56,2.0,54.5,5.0,0.0,0.0,8,4,1,1,1.0,1.0,10.41
0,0,1,0,53,1,0,2,1,1,1,1,1,1,1,0,1,19.05,990.45,0,74,6160,85,45.44705882352941,83,53,1102.77,20.80698113207547,0.0,0.0,0.0,70712,21791,0.0,1.0,23.0,0.0,1.0,4.0,5,5,1,0,0.0,0.0,0.0
1,0,0,1,39,1,2,2,1,1,1,1,1,1,2,0,3,25.0,1004.35,0,55,4295,108,50.138888888888886,106,39,1086.75,27.865384615384617,0.0,0.0,0.0,52403,14073,0.0,1.0,69.0,3.0,1.0,13.0,4,3,0,0,0.0,0.0,0.0
0,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,3,19.05,157.65,0,61,3248,39,50.23076923076923,37,9,188.97,20.996666666666663,0.0,0.0,0.0,9909,4735,0.0,2.0,41.5,0.0,0.0,0.0,4,2,0,0,0.0,0.0,0.0
1,0,0,0,39,1,0,1,0,0,2,2,0,0,1,0,2,81.9,3219.75,0,46,3446,99,47.333333333333336,97,39,3572.45,91.60128205128204,20815.83,351.42384615384617,159.87179487179486,51674,18443,0.0,1.0,38.0,5.0,1.0,0.0,6,3,2,1,1.0,0.0,16.38
1,1,0,0,8,1,0,1,0,0,0,0,0,0,0,1,2,69.7,572.85,0,20,5242,67,46.52238805970149,65,8,637.1,79.6375,3327.73,402.98375,142.32875,13208,3097,0.0,1.0,47.0,5.0,0.0,0.0,6,1,1,1,2.0,1.0,100.0
0,0,1,1,51,1,2,1,0,0,2,0,0,2,1,1,2,90.15,4554.85,0,22,5692,100,54.3,99,51,5109.77,100.191568627451,26010.07,364.23117647058825,164.33039215686276,61729,18923,7143.31,3.0,66.66666666666667,4.0,1.0,15.0,3,2,0,0,1.0,1.0,0.0
1,0,1,1,71,1,2,2,1,1,1,1,1,1,2,0,1,25.35,1847.55,0,68,5747,119,49.8235294117647,117,71,1982.86,27.92760563380282,0.0,0.0,0.0,78526,26129,0.0,0.0,0.0,0.0,0.0,0.0,7,4,1,1,1.0,1.0,0.0
1,1,0,0,71,1,2,2,1,1,1,1,1,1,2,1,3,24.65,1766.75,0,73,4788,80,50.5125,77,71,1933.58,27.23352112676056,0.0,0.0,0.0,95586,28790,0.0,1.0,25.0,5.0,1.0,0.0,7,4,1,0,1.0,1.0,0.0
0,1,1,0,70,1,0,2,1,1,1,1,1,1,2,1,1,19.55,1462.05,0,22,5209,83,49.19277108433735,80,70,1509.24,21.56057142857143,0.0,0.0,0.0,89636,30285,0.0,0.0,0.0,0.0,1.0,0.0,3,1,0,0,1.0,1.0,1.96
1,0,1,0,38,0,1,0,2,2,0,2,2,2,2,1,0,60.0,2193.2,0,42,2187,90,48.61111111111112,90,38,2549.4,67.08947368421053,7685.01,50.22236842105264,22.594736842105263,0,0,5828.35,0.0,0.0,0.0,0.0,0.0,3,2,1,1,0.0,0.0,0.0
0,0,1,0,28,1,0,1,0,2,2,0,0,2,0,0,1,89.9,2433.5,0,55,3676,84,50.71428571428572,83,28,2799.41,99.97892857142855,13928.06,349.0396428571429,153.60857142857142,29195,11583,4453.17,1.0,29.0,5.0,1.0,3.0,6,3,1,0,0.0,0.0,0.0
0,0,1,0,32,1,0,2,1,1,1,1,1,1,0,0,0,19.4,641.15,0,31,3846,88,48.18181818181818,87,32,688.83,21.5259375,0.0,0.0,0.0,38986,14268,0.0,2.0,43.0,5.0,0.0,0.0,6,2,2,2,1.0,1.0,0.0
1,1,1,0,49,1,0,0,0,2,0,0,0,0,2,0,3,49.8,2398.4,0,37,4306,88,46.63636363636363,84,49,2694.98,54.999591836734695,10144.41,49.327551020408166,24.082448979591835,63382,18199,0.0,3.0,46.333333333333336,4.666666666666667,1.0,2.0,4,3,0,0,1.0,1.0,0.0
0,0,1,1,37,1,2,2,1,1,1,1,1,1,2,1,0,24.1,861.85,0,36,3753,89,51.25842696629213,87,37,988.32,26.711351351351357,0.0,0.0,0.0,45473,14646,0.0,0.0,0.0,0.0,0.0,0.0,6,4,2,0,0.0,0.0,0.0
0,0,0,0,10,1,0,0,0,0,2,2,0,0,0,0,2,54.25,583,0,43,2253,59,54.08474576271186,58,10,577.72,57.772000000000006,2525.3,55.593,25.981,15512,3999,0.0,1.0,53.0,0.0,1.0,9.0,3,2,0,0,0.0,0.0,0.0
1,0,1,0,67,1,2,1,2,2,2,0,2,2,1,0,1,109.9,7332.4,0,26,5416,93,49.82795698924731,93,67,8051.16,120.1665671641791,37128.8,334.6055223880597,157.1007462686567,89090,27845,8700.82,3.0,41.0,4.0,0.0,0.0,4,3,2,0,0.0,0.0,0.0
1,0,0,0,7,0,1,0,0,0,2,2,0,0,1,1,1,35.5,249.55,0,48,5124,40,47.025,39,7,279.03000000000003,39.861428571428576,1564.47,51.544285714285714,23.95285714285714,0,0,0.0,1.0,118.0,3.0,1.0,15.0,3,2,1,0,1.0,1.0,0.0
0,0,0,0,51,1,0,1,0,0,0,0,2,2,1,0,1,87.55,4475.9,0,57,6021,89,48.51685393258427,86,51,4914.150000000001,96.3558823529412,26567.31,353.516862745098,152.74176470588236,70820,21539,6864.29,3.0,47.66666666666666,4.333333333333333,2.0,0.0,4,2,0,0,1.0,0.0,0.0
0,0,0,0,9,1,0,1,0,0,0,0,2,2,0,1,3,88.4,788.6,0,32,2952,44,52.31818181818182,44,9,876.91,97.43444444444444,5021.15,341.2977777777777,146.16222222222223,11864,4219,1389.24,1.0,43.0,4.0,2.0,2.0,3,3,2,0,1.0,1.0,100.0
1,0,0,0,4,1,0,0,0,0,0,2,0,0,0,1,3,50.8,202.3,0,47,4521,55,51.83636363636364,55,4,221.98,55.495,1003.13,59.0725,24.4175,2945,1392,0.0,0.0,0.0,0.0,1.0,0.0,3,2,0,0,2.0,0.0,15.24
1,0,1,0,71,1,2,1,2,2,2,0,2,0,2,1,2,99.0,6994.6,0,31,5295,98,48.16326530612245,97,71,7809.12,109.9876056338028,38090.7,348.40380281690136,157.49647887323945,84630,32189,9724.99,1.0,62.0,0.0,1.0,0.0,5,2,1,1,0.0,0.0,0.0
0,1,1,1,24,1,0,1,0,0,2,0,2,2,2,1,2,96.55,2263.45,0,73,4309,108,51.62037037037037,105,24,2512.3,104.67916666666667,12407.28,388.9283333333333,159.61249999999998,32276,9082,3614.66,1.0,78.0,0.0,1.0,0.0,5,2,1,0,1.0,1.0,0.0
1,0,1,0,22,1,0,0,2,0,0,0,2,0,1,1,0,59.75,1374.35,0,31,3947,88,49.40909090909091,86,22,1449.42,65.88272727272728,4564.04,46.66727272727273,28.012727272727272,30125,9777,3123.1,3.0,79.33333333333333,4.5,2.0,4.0,3,3,2,0,0.0,0.0,0.0
1,0,0,0,44,1,2,1,2,2,2,0,2,2,0,1,2,111.5,4915.15,0,26,2827,125,50.56,124,44,5365.28,121.93818181818182,23009.43,369.9995454545455,149.3609090909091,53701,16918,6051.31,2.0,42.5,4.0,0.0,0.0,6,6,0,0,1.0,1.0,0.0
0,0,1,1,33,1,2,2,1,1,1,1,1,1,0,0,0,24.25,838.5,0,73,5531,59,54.01694915254237,59,33,886.3100000000001,26.85787878787879,0.0,0.0,0.0,48823,10723,0.0,2.0,82.0,4.5,0.0,0.0,6,5,3,1,0.0,0.0,0.0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.5,20.5,0,54,4454,78,50.282051282051285,76,1,21.11,21.11,0.0,0.0,0.0,556,709,0.0,1.0,71.0,5.0,0.0,0.0,8,4,1,0,2.0,0.0,0.0
1,0,0,0,30,1,0,0,2,2,0,2,2,0,1,0,2,70.4,2044.75,0,68,3380,88,53.61363636363637,88,30,2368.9,78.96333333333334,6076.48,49.15233333333333,24.994,38827,10232,3723.95,1.0,29.0,0.0,1.0,7.0,8,6,4,1,0.0,0.0,0.0
0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,3,30.55,30.55,0,57,5565,62,51.29032258064516,61,1,32.99,32.99,204.18,41.52,38.27,0,0,0.0,2.0,59.0,3.5,1.0,0.0,3,1,0,0,1.0,1.0,0.0
1,0,1,1,16,1,2,0,2,2,0,2,2,2,0,0,2,84.9,1398.25,0,43,2269,102,47.92156862745098,98,16,1517.99,94.874375,4152.13,49.12,28.89,25235,6912,2311.37,2.0,101.0,3.5,1.0,7.0,8,3,2,0,0.0,0.0,0.0
1,0,1,0,71,1,0,0,2,0,0,2,0,0,2,0,0,54.5,3778.2,0,57,4957,75,52.86666666666667,75,71,4276.9800000000005,60.239154929577474,15171.3,48.93887323943662,23.932112676056335,90206,24975,0.0,1.0,116.0,4.0,0.0,0.0,3,1,0,0,0.0,0.0,0.0
1,0,0,0,43,1,2,1,0,0,0,0,0,0,0,1,1,75.35,3161.4,0,33,4898,92,54.27173913043478,91,43,3574.43,83.12627906976743,22526.36,369.1909302325582,151.33511627906975,55417,15478,0.0,1.0,36.0,3.0,0.0,0.0,5,3,1,0,1.0,0.0,500.0
1,0,1,0,50,0,1,0,2,0,0,2,2,0,1,1,0,44.45,2188.45,0,54,5363,99,53.888888888888886,97,50,2471.31,49.4262,10335.76,44.5504,23.0136,0,0,6975.32,0.0,0.0,0.0,0.0,0.0,5,3,1,0,0.0,0.0,0.0
0,0,0,0,41,1,2,1,0,0,2,0,2,2,0,0,0,98.05,3990.6,0,58,5614,83,45.74698795180723,82,41,4429.98,108.0482926829268,21793.9,322.7034146341463,153.50463414634146,53755,16892,5634.14,2.0,115.0,4.0,2.0,3.5,6,3,2,1,0.0,0.0,0.0
0,0,1,0,40,1,2,0,0,2,0,0,2,0,1,0,0,63.9,2635,0,41,2654,55,49.72727272727273,55,40,2795.5,69.8875,8099.49,50.01075,25.653,47020,18245,5244.75,2.0,54.5,4.0,0.0,0.0,3,3,1,0,1.0,1.0,0.0
0,0,1,1,3,1,2,0,0,2,2,0,2,0,0,1,0,69.15,235,0,22,2301,30,49.13333333333333,30,3,224.05,74.68333333333334,756.37,70.92333333333333,19.73333333333333,3320,659,448.06,2.0,26.5,4.0,2.0,10.0,4,1,1,0,1.0,1.0,13.83
0,0,0,0,37,1,2,0,2,0,0,0,2,0,1,0,0,64.65,2347.85,0,45,5255,99,50.77777777777778,94,37,2628.87,71.05054054054054,8068.55,51.13918918918919,25.57027027027027,45853,15279,5802.5,1.0,30.0,4.0,1.0,9.0,6,5,0,0,0.0,0.0,0.0
0,0,1,1,32,1,2,1,0,2,0,0,2,2,0,1,2,98.85,3089.6,0,25,3149,77,48.09090909090909,77,32,3529.88,110.30875,15316.7,388.8375,152.29125,41034,12780,4432.31,3.0,56.0,3.0,2.0,0.0,6,6,2,1,0.0,0.0,0.0
0,0,1,1,32,1,2,1,2,0,0,0,2,0,0,0,2,89.6,2901.8,0,54,4444,81,50.93827160493827,79,32,3177.28,99.29,17870.69,343.6228125,141.195,43515,12504,3908.62,1.0,31.0,5.0,2.0,15.0,7,4,2,0,0.0,0.0,0.0
0,0,0,0,59,1,2,1,0,2,2,0,0,0,0,1,2,83.25,4949.1,0,32,4094,105,51.40952380952381,103,59,5446.03,92.30559322033898,32089.21,339.10338983050843,148.91610169491526,77851,24110,0.0,1.0,33.0,3.0,1.0,0.0,6,3,1,0,0.0,0.0,0.0
0,0,1,0,30,1,0,0,0,2,2,2,0,2,1,0,0,70.25,2198.9,0,66,5417,54,47.44444444444444,50,30,2325.09,77.503,6502.93,46.196333333333335,23.87066666666667,32493,12561,4198.3,2.0,78.0,3.5,0.0,0.0,7,4,2,0,0.0,0.0,0.0
0,0,1,1,27,1,2,2,1,1,1,1,1,1,2,0,2,24.5,761.95,0,67,2645,54,51.14814814814815,54,27,738.9,27.366666666666667,0.0,0.0,0.0,35276,11796,0.0,0.0,0.0,0.0,0.0,0.0,4,4,1,0,0.0,0.0,0.0
1,0,0,1,9,1,0,2,1,1,1,1,1,1,1,0,3,20.1,190.25,0,20,3444,60,50.18333333333333,57,9,200.42,22.26888888888889,0.0,0.0,0.0,15579,4929,0.0,2.0,64.0,5.0,1.0,11.0,3,0,0,0,1.0,1.0,100.0
0,0,1,1,68,1,2,0,2,2,2,0,2,0,1,1,1,73.0,5163,0,67,4156,111,49.108108108108105,109,68,5481.57,80.61132352941176,14820.95,51.13294117647059,24.823382352941177,95986,28464,9545.48,1.0,33.0,3.0,2.0,11.0,8,4,1,0,0.0,0.0,0.0
0,0,1,1,69,1,2,0,2,0,0,2,0,0,2,0,1,61.4,4059.85,0,80,5266,102,49.53921568627451,100,69,4652.14,67.42231884057972,14932.33,51.04536231884058,24.15405797101449,82101,28578,0.0,0.0,0.0,0.0,1.0,0.0,3,1,0,0,0.0,0.0,0.0
1,0,0,0,26,1,2,1,0,0,2,2,0,0,0,1,3,84.3,2281.6,0,66,5471,96,50.69791666666666,95,26,2421.9,93.15,13638.83,332.3473076923077,149.11423076923077,37435,10923,0.0,2.0,27.5,3.0,0.0,0.0,8,6,1,0,1.0,1.0,100.0
1,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,19.9,1356.7,0,54,6058,69,49.21739130434783,66,69,1507.86,21.85304347826087,0.0,0.0,0.0,88896,27810,0.0,2.0,43.0,4.5,0.0,0.0,5,3,2,0,1.0,0.0,5.97
1,0,0,0,11,1,0,2,1,1,1,1,1,1,2,0,3,20.4,231.45,0,51,5397,89,51.056179775280896,88,11,247.43,22.49363636363637,0.0,0.0,0.0,16829,4467,0.0,1.0,56.0,0.0,1.0,3.0,6,1,0,0,2.0,1.0,6.12
1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,3,50.75,50.75,0,69,3631,77,52.96103896103896,75,1,59.88,59.88,290.25,57.63,14.01,907,396,0.0,1.0,39.0,4.0,2.0,6.0,8,4,2,0,0.0,0.0,0.0
1,0,1,1,10,1,0,2,1,1,1,1,1,1,1,0,3,20.45,242.4,0,54,4613,79,49.25316455696203,78,10,227.0,22.7,0.0,0.0,0.0,12971,6435,0.0,2.0,46.0,4.0,1.0,0.0,6,4,3,1,2.0,2.0,4.09
0,0,1,1,55,1,2,0,2,2,0,2,0,2,1,1,0,75.75,4264.25,0,51,4489,118,48.24576271186441,116,55,4563.61,82.97472727272726,12100.88,50.255272727272725,24.872545454545456,69985,22296,7787.27,2.0,68.0,4.0,0.0,0.0,5,5,2,0,0.0,0.0,0.0
1,0,0,0,44,1,0,0,2,0,0,2,2,0,1,0,2,65.4,2774.55,0,76,5827,82,47.45121951219512,81,44,3169.85,72.04204545454546,9549.18,52.97386363636363,27.02590909090909,54420,17670,5789.88,1.0,30.0,0.0,1.0,0.0,8,4,1,0,1.0,0.0,6.54
1,0,1,1,69,1,0,0,2,2,2,0,0,0,2,1,0,59.75,4069.9,0,39,4665,79,52.063291139240505,77,69,4512.12,65.39304347826086,14354.08,50.192608695652176,25.79391304347826,95422,30236,0.0,2.0,54.5,5.0,1.0,0.0,3,1,1,0,0.0,0.0,0.0
1,1,0,0,11,1,0,1,0,0,0,0,0,2,0,1,2,78.5,874.2,0,51,4333,74,55.25675675675676,72,11,971.83,88.34818181818181,5251.41,352.1890909090909,150.97454545454545,13870,4412,1684.63,2.0,26.0,5.0,1.0,7.0,8,7,4,1,2.0,1.0,0.0
1,0,0,0,29,1,0,0,0,0,2,0,0,0,0,0,0,48.95,1323.7,0,66,4825,102,47.70588235294117,97,29,1577.18,54.38551724137931,6419.23,54.03103448275862,23.315862068965515,42066,11719,0.0,1.0,35.0,0.0,0.0,0.0,8,5,1,0,1.0,1.0,4.9
0,0,1,0,57,1,2,1,2,0,0,0,2,2,0,1,2,99.65,5497.05,0,42,5106,127,51.803149606299215,127,57,6259.26,109.81157894736845,29583.63,340.17,147.65473684210525,77687,24200,7554.51,1.0,63.0,0.0,2.0,9.0,7,5,1,1,0.0,0.0,0.0
1,0,0,0,28,1,0,2,1,1,1,1,1,1,1,0,1,18.25,534.7,0,67,5327,74,52.95945945945946,72,28,568.19,20.2925,0.0,0.0,0.0,36730,11329,0.0,1.0,56.0,5.0,0.0,0.0,3,2,0,0,0.0,0.0,0.0
0,0,0,0,42,1,0,0,2,0,2,0,0,0,0,0,1,54.55,2455.05,0,72,5387,121,46.98347107438016,119,42,2545.29,60.60214285714286,9445.93,50.02761904761904,24.69,56231,17477,0.0,1.0,79.0,0.0,1.0,0.0,4,3,1,0,0.0,0.0,0.0
1,0,0,1,23,0,1,0,2,2,0,2,0,0,1,0,0,40.65,947.4,0,43,5230,108,50.77777777777778,105,23,1026.03,44.61,5281.66,54.64347826086957,21.875652173913043,0,0,0.0,2.0,42.0,4.0,0.0,0.0,4,2,1,0,1.0,0.0,8.13
0,0,1,1,18,1,0,2,1,1,1,1,1,1,0,0,3,20.45,357,0,71,2047,103,49.14563106796116,103,18,410.85,22.825,0.0,0.0,0.0,22211,6918,0.0,1.0,27.0,4.0,0.0,0.0,4,3,1,0,0.0,0.0,0.0
1,0,1,1,62,1,2,2,1,1,1,1,1,1,1,0,0,24.8,1476.25,0,53,5105,93,48.56989247311828,91,62,1713.68,27.64,0.0,0.0,0.0,83691,23886,0.0,1.0,83.0,5.0,0.0,0.0,4,4,0,0,0.0,0.0,0.0
1,0,0,0,67,1,2,0,2,2,2,2,2,2,1,1,0,88.8,5903.15,0,68,4081,79,50.25316455696203,77,67,6576.26,98.1531343283582,15044.88,46.19910447761194,25.542238805970147,92058,27810,9278.52,1.0,56.0,0.0,0.0,0.0,4,4,2,1,1.0,1.0,0.0
1,0,0,0,62,1,0,2,1,1,1,1,1,1,2,1,1,20.05,1201.65,0,74,4568,68,49.23529411764706,67,62,1369.72,22.09225806451613,0.0,0.0,0.0,90326,24352,0.0,2.0,62.0,0.0,1.0,1.0,5,4,2,0,0.0,0.0,0.0
1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,69.8,146.65,0,26,3527,42,53.26190476190476,41,2,147.26999999999998,73.63499999999999,1315.5300000000002,327.755,136.12,1188,166,0.0,3.0,64.33333333333333,5.0,1.0,14.0,5,2,1,0,0.0,0.0,0.0
0,0,1,1,23,1,2,0,2,0,2,2,2,0,2,1,0,77.15,1759.4,0,33,2572,66,45.59090909090909,65,23,1955.08,85.00347826086957,4655.66,53.23478260869565,27.83608695652174,26923,9118,2771.34,0.0,0.0,0.0,1.0,0.0,5,5,0,0,1.0,1.0,23.14
0,0,0,1,25,0,1,0,2,0,0,2,0,0,2,0,0,35.05,844.45,0,69,2754,49,53.02040816326531,47,25,977.94,39.1176,4445.58,51.30479999999999,24.784,0,0,0.0,1.0,46.0,4.0,1.0,0.0,3,3,1,0,0.0,0.0,0.0
