offer_id,customer_id,offer_date,offer_type,offer_value,accepted,response_date,customer_segment,churn_label
OFF003225,7568-PODML,2025-03-19,Cashback ₹500,500.0,No,,New,Yes
OFF003226,7568-PODML,2023-05-10,Premium Support,0.0,No,,New,Yes
OFF003227,5349-IECLD,2023-12-12,Free 3 Months Streaming,0.0,Yes,2023-12-15,New,Yes
OFF003228,3945-GFWQL,2025-12-28,30% Discount,4.46,No,,Regular,Yes
OFF003229,3945-GFWQL,2024-02-11,Free Installation,0.0,No,,Regular,Yes
OFF003230,3797-VTIDR,2023-11-08,Cashback ₹500,500.0,No,,New,Yes
OFF003231,3797-VTIDR,2025-09-01,Free 3 Months Streaming,0.0,Yes,2025-09-06,New,Yes
OFF003232,9526-BIHHD,2023-03-22,20% Discount,5.94,No,,New,Yes
OFF003233,9526-BIHHD,2023-05-13,30% Discount,8.91,No,,New,Yes
OFF003234,4523-WXCEF,2024-06-20,Loyalty Reward,0.0,Yes,2024-06-23,Loyal,Yes
OFF003235,4523-WXCEF,2023-11-05,Free Upgrade,0.0,Yes,2023-11-08,Loyal,Yes
OFF003236,4523-WXCEF,2023-10-24,30% Discount,20.22,No,,Loyal,Yes
OFF003237,8364-TRMMK,2025-06-10,Free Upgrade,0.0,Yes,2025-06-15,New,Yes
OFF003238,3063-QFSZL,2023-08-22,Free Installation,0.0,Yes,2023-08-27,New,Yes
OFF003239,3063-QFSZL,2025-11-09,10% Discount,16.62,Yes,2025-11-12,New,Yes
OFF003240,8775-LHDJH,2024-08-13,20% Discount,18.12,No,,New,Yes
OFF003241,3097-NQYSN,2023-04-10,Cashback ₹500,500.0,No,,New,Yes
OFF003242,3097-NQYSN,2024-03-25,Premium Support,0.0,No,,New,Yes
OFF003243,3565-UNOCC,2023-10-02,Loyalty Reward,0.0,No,,Regular,Yes
OFF003244,3565-UNOCC,2024-05-26,Loyalty Reward,0.0,Yes,2024-05-28,Regular,Yes
OFF003245,3565-UNOCC,2024-04-24,Cashback ₹500,500.0,Yes,2024-04-27,Regular,Yes
OFF003246,9249-FXSCK,2025-07-27,Cashback ₹500,500.0,Yes,2025-07-28,Loyal,Yes
OFF003247,9249-FXSCK,2024-06-21,Free Installation,0.0,Yes,2024-06-24,Loyal,Yes
OFF003248,9249-FXSCK,2025-05-26,20% Discount,22.25,Yes,2025-05-27,Loyal,Yes
OFF003249,5493-SDRDQ,2025-11-04,20% Discount,11.02,Yes,2025-11-08,New,Yes
OFF003250,5493-SDRDQ,2025-01-21,Cashback ₹500,500.0,Yes,2025-01-26,New,Yes
OFF003251,0871-URUWO,2025-05-14,10% Discount,30.67,No,,Regular,Yes
OFF003252,9190-MFJLN,2024-10-28,Loyalty Reward,0.0,No,,Regular,Yes
OFF003253,1095-JUDTC,2024-02-17,Free Installation,0.0,No,,Loyal,Yes
OFF003254,0870-VEMYL,2025-10-19,30% Discount,16.16,Yes,2025-10-25,New,Yes
OFF003255,0870-VEMYL,2023-12-05,Free Upgrade,0.0,No,,New,Yes
OFF003256,5385-SUIRI,2025-08-04,Free Installation,0.0,No,,Loyal,Yes
OFF003257,5385-SUIRI,2023-11-10,Loyalty Reward,0.0,No,,Loyal,Yes
OFF003258,3982-XWFZQ,2025-11-04,Free Upgrade,0.0,No,,Loyal,Yes
OFF003259,4009-ALQFH,2025-05-12,10% Discount,29.85,No,,Regular,Yes
OFF003260,3627-FCRDW,2023-03-04,Loyalty Reward,0.0,Yes,2023-03-07,New,Yes
OFF003261,7562-GSUHK,2025-08-25,Cashback ₹500,500.0,Yes,2025-08-26,Regular,Yes
OFF003262,7562-GSUHK,2024-11-14,Free Upgrade,0.0,No,,Regular,Yes
OFF003263,7562-GSUHK,2024-11-28,Cashback ₹500,500.0,No,,Regular,Yes
OFF003264,4903-UYAVB,2024-04-13,Free Upgrade,0.0,Yes,2024-04-14,New,Yes
OFF003265,4903-UYAVB,2024-02-28,Cashback ₹500,500.0,No,,New,Yes
OFF003266,6776-TLWOI,2023-08-28,20% Discount,1.99,No,,New,Yes
OFF003267,6776-TLWOI,2024-04-04,30% Discount,5.96,Yes,2024-04-08,New,Yes
OFF003268,4077-CROMM,2024-01-07,Loyalty Reward,0.0,Yes,2024-01-11,Regular,Yes
OFF003269,4077-CROMM,2025-02-02,Premium Support,0.0,No,,Regular,Yes
OFF003270,2868-MZAGQ,2025-10-05,20% Discount,23.77,No,,New,Yes
OFF003271,2868-MZAGQ,2023-06-12,30% Discount,15.85,No,,New,Yes
OFF003272,4847-QNOKA,2024-02-15,20% Discount,4.49,Yes,2024-02-22,New,Yes
OFF003273,4847-QNOKA,2024-01-05,Free Upgrade,0.0,Yes,2024-01-09,New,Yes
OFF003274,4847-QNOKA,2025-02-07,30% Discount,4.49,No,,New,Yes
OFF003275,6379-RXJRQ,2025-06-20,Loyalty Reward,0.0,Yes,2025-06-26,New,Yes
OFF003276,8650-RHRKE,2025-11-01,Free Installation,0.0,No,,New,Yes
OFF003277,8650-RHRKE,2023-03-20,Free Upgrade,0.0,Yes,2023-03-23,New,Yes
OFF003278,0475-RIJEP,2024-03-11,Loyalty Reward,0.0,No,,Loyal,Yes
OFF003279,0475-RIJEP,2024-10-26,20% Discount,15.57,No,,Loyal,Yes
OFF003280,1260-TTRXI,2023-01-23,Free Installation,0.0,No,,New,Yes
OFF003281,6328-ZPBGN,2024-12-04,Free Upgrade,0.0,No,,New,Yes
OFF003282,4789-KWMXN,2025-03-22,20% Discount,22.17,No,,Loyal,Yes
OFF003283,2867-UIMSS,2023-01-17,Free Installation,0.0,No,,New,Yes
OFF003284,8111-RKSPX,2023-12-06,Extra 100GB Data,100.0,Yes,2023-12-09,New,Yes
OFF003285,1585-MQSSU,2024-07-07,Premium Support,0.0,No,,Regular,Yes
OFF003286,1585-MQSSU,2025-07-22,Free Installation,0.0,Yes,2025-07-24,Regular,Yes
OFF003287,1585-MQSSU,2025-02-10,Free 3 Months Streaming,0.0,No,,Regular,Yes
OFF003288,2856-NNASM,2025-02-09,10% Discount,8.96,No,,Loyal,Yes
OFF003289,2856-NNASM,2024-08-13,Premium Support,0.0,Yes,2024-08-19,Loyal,Yes
OFF003290,2856-NNASM,2023-06-04,Premium Support,0.0,Yes,2023-06-10,Loyal,Yes
OFF003291,8559-CIZFV,2024-04-02,Extra 100GB Data,100.0,Yes,2024-04-03,Regular,Yes
OFF003292,8559-CIZFV,2023-03-12,Free Upgrade,0.0,No,,Regular,Yes
OFF003293,7547-EKNFS,2025-05-03,10% Discount,28.57,Yes,2025-05-10,Loyal,Yes
OFF003294,6769-DYBQN,2025-04-14,10% Discount,8.5,Yes,2025-04-17,Loyal,Yes
OFF003295,4439-JMPMT,2023-10-16,10% Discount,8.58,Yes,2023-10-23,New,Yes
OFF003296,4439-JMPMT,2023-10-20,Free 3 Months Streaming,0.0,No,,New,Yes
OFF003297,4439-JMPMT,2023-07-23,Free 3 Months Streaming,0.0,Yes,2023-07-24,New,Yes
OFF003298,2446-BEGGB,2023-05-16,Cashback ₹500,500.0,No,,New,Yes
OFF003299,2446-BEGGB,2024-12-24,Cashback ₹500,500.0,Yes,2024-12-28,New,Yes
OFF003300,2446-BEGGB,2025-11-27,Free Upgrade,0.0,No,,New,Yes
OFF003301,1496-GGSUK,2025-03-12,Loyalty Reward,0.0,Yes,2025-03-19,New,Yes
OFF003302,1496-GGSUK,2024-04-11,30% Discount,5.14,Yes,2024-04-12,New,Yes
OFF003303,2575-GFSOE,2025-10-24,Free 3 Months Streaming,0.0,No,,New,Yes
OFF003304,2842-JTCCU,2024-05-09,Cashback ₹500,500.0,Yes,2024-05-11,New,Yes
OFF003305,2842-JTCCU,2024-08-07,Extra 100GB Data,100.0,No,,New,Yes
OFF003306,3296-SILRA,2023-03-27,Extra 100GB Data,100.0,No,,New,Yes
OFF003307,3296-SILRA,2024-06-08,10% Discount,7.64,No,,New,Yes
OFF003308,9681-OXGVC,2023-11-16,20% Discount,20.1,Yes,2023-11-18,New,Yes
OFF003309,5180-UCIIQ,2024-06-14,30% Discount,12.01,Yes,2024-06-16,Regular,Yes
OFF003310,5180-UCIIQ,2023-01-25,Extra 100GB Data,100.0,Yes,2023-01-28,Regular,Yes
OFF003311,7153-OANIO,2024-07-21,10% Discount,13.99,Yes,2024-07-22,New,Yes
OFF003312,7153-OANIO,2023-11-06,Loyalty Reward,0.0,Yes,2023-11-12,New,Yes
OFF003313,6521-YYTYI,2023-01-07,Extra 100GB Data,100.0,No,,New,Yes
OFF003314,8878-HMWBV,2024-10-11,Premium Support,0.0,No,,New,Yes
OFF003315,8878-HMWBV,2025-01-14,Extra 100GB Data,100.0,No,,New,Yes
OFF003316,8878-HMWBV,2023-08-22,Free 3 Months Streaming,0.0,No,,New,Yes
OFF003317,3751-KTZEL,2025-08-14,Extra 100GB Data,100.0,No,,New,Yes
OFF003318,1977-STDKI,2024-02-14,20% Discount,14.6,Yes,2024-02-21,New,Yes
OFF003319,1977-STDKI,2023-12-18,Free Installation,0.0,No,,New,Yes
OFF003320,1977-STDKI,2024-08-02,Loyalty Reward,0.0,No,,New,Yes
OFF003321,5813-UECBU,2024-08-16,Cashback ₹500,500.0,Yes,2024-08-18,Regular,Yes
OFF003322,5813-UECBU,2023-02-06,10% Discount,25.15,No,,Regular,Yes
OFF003323,5813-UECBU,2024-05-10,Free Upgrade,0.0,No,,Regular,Yes
OFF003324,0328-GRPMV,2024-05-03,Cashback ₹500,500.0,Yes,2024-05-07,New,Yes
OFF003325,0328-GRPMV,2023-10-10,Free 3 Months Streaming,0.0,Yes,2023-10-12,New,Yes
OFF003326,4342-HENTK,2025-11-16,Free Installation,0.0,No,,New,Yes
OFF003327,4342-HENTK,2025-07-24,20% Discount,7.07,No,,New,Yes
OFF003328,4342-HENTK,2023-03-22,Premium Support,0.0,No,,New,Yes
OFF003329,4195-SMMNX,2023-02-07,Extra 100GB Data,100.0,No,,New,Yes
OFF003330,6956-SMUCM,2023-04-24,Free 3 Months Streaming,0.0,No,,New,Yes
OFF003331,3223-WZWJM,2024-02-13,30% Discount,8.4,No,,Regular,Yes
OFF003332,3223-WZWJM,2024-03-11,Free Installation,0.0,No,,Regular,Yes
OFF003333,3223-WZWJM,2023-11-10,Free 3 Months Streaming,0.0,No,,Regular,Yes
OFF003334,9053-JZFKV,2023-04-08,Free Upgrade,0.0,Yes,2023-04-14,Loyal,Yes
OFF003335,9053-JZFKV,2023-02-09,Extra 100GB Data,100.0,Yes,2023-02-11,Loyal,Yes
OFF003336,9053-JZFKV,2023-06-13,Loyalty Reward,0.0,No,,Loyal,Yes
OFF003337,2530-ENDWQ,2025-04-02,Free Upgrade,0.0,Yes,2025-04-08,Loyal,Yes
OFF003338,2530-ENDWQ,2025-12-01,20% Discount,28.11,No,,Loyal,Yes
OFF003339,2530-ENDWQ,2025-04-13,Extra 100GB Data,100.0,Yes,2025-04-18,Loyal,Yes
OFF003340,6615-ZGEDR,2025-11-22,30% Discount,1.97,No,,New,Yes
OFF003341,6615-ZGEDR,2023-10-09,20% Discount,5.91,Yes,2023-10-14,New,Yes
OFF003342,9250-WYPLL,2024-07-23,Free Upgrade,0.0,Yes,2024-07-26,New,Yes
OFF003343,2754-XBHTB,2024-08-27,Free Installation,0.0,Yes,2024-08-28,New,Yes
OFF003344,1597-LHYNC,2024-12-21,Free Upgrade,0.0,Yes,2024-12-28,Regular,Yes
OFF003345,1597-LHYNC,2025-03-12,Free 3 Months Streaming,0.0,Yes,2025-03-19,Regular,Yes
OFF003346,1597-LHYNC,2023-10-16,Premium Support,0.0,No,,Regular,Yes
OFF003347,7055-VKGDA,2023-03-03,Premium Support,0.0,Yes,2023-03-07,Loyal,Yes
OFF003348,7055-VKGDA,2024-10-11,Extra 100GB Data,100.0,No,,Loyal,Yes
OFF003349,0754-UKWQP,2024-11-23,Cashback ₹500,500.0,Yes,2024-11-28,New,Yes
OFF003350,7493-TPUWZ,2023-04-19,Loyalty Reward,0.0,No,,New,Yes
OFF003351,7493-TPUWZ,2023-02-02,Loyalty Reward,0.0,Yes,2023-02-06,New,Yes
OFF003352,7493-TPUWZ,2023-07-23,Free Installation,0.0,No,,New,Yes
OFF003353,1577-HKTFG,2024-10-13,Free Installation,0.0,No,,Regular,Yes
OFF003354,1577-HKTFG,2024-12-13,Free Upgrade,0.0,No,,Regular,Yes
OFF003355,8752-STIVR,2023-10-18,20% Discount,15.8,Yes,2023-10-20,New,Yes
OFF003356,8752-STIVR,2024-10-01,Loyalty Reward,0.0,No,,New,Yes
OFF003357,4558-FANTW,2025-02-06,Free Upgrade,0.0,Yes,2025-02-10,Regular,Yes
OFF003358,4558-FANTW,2024-08-06,30% Discount,9.19,No,,Regular,Yes
OFF003359,4558-FANTW,2023-04-25,Free 3 Months Streaming,0.0,No,,Regular,Yes
OFF003360,8651-ENBZX,2025-01-28,Loyalty Reward,0.0,No,,Loyal,Yes
OFF003361,7623-TRNQN,2024-10-14,20% Discount,14.97,No,,New,Yes
OFF003362,7623-TRNQN,2024-10-10,20% Discount,14.97,Yes,2024-10-13,New,Yes
OFF003363,7623-TRNQN,2023-09-02,20% Discount,9.98,Yes,2023-09-07,New,Yes
OFF003364,9330-IJWIO,2025-12-02,10% Discount,30.1,Yes,2025-12-04,Regular,Yes
OFF003365,9330-IJWIO,2024-05-09,Loyalty Reward,0.0,Yes,2024-05-12,Regular,Yes
OFF003366,9286-DOJGF,2023-03-24,Cashback ₹500,500.0,No,,Loyal,Yes
OFF003367,9286-DOJGF,2023-01-26,10% Discount,22.48,Yes,2023-01-28,Loyal,Yes
OFF003368,9661-MHUMO,2024-03-14,30% Discount,9.85,Yes,2024-03-16,New,Yes
OFF003369,1842-EZJMK,2025-06-23,10% Discount,31.11,No,,Loyal,Yes
OFF003370,1842-EZJMK,2024-11-11,Free Upgrade,0.0,No,,Loyal,Yes
OFF003371,1842-EZJMK,2024-03-09,10% Discount,10.37,No,,Loyal,Yes
OFF003372,8079-XRJRS,2023-03-22,Loyalty Reward,0.0,No,,Loyal,Yes
OFF003373,8073-IJDCM,2023-10-19,Free Installation,0.0,Yes,2023-10-24,New,Yes
OFF003374,8073-IJDCM,2023-06-11,Extra 100GB Data,100.0,Yes,2023-06-15,New,Yes
OFF003375,8884-ADFVN,2024-11-16,Loyalty Reward,0.0,No,,New,Yes
OFF003376,2720-WGKHP,2023-09-19,Cashback ₹500,500.0,No,,New,Yes
OFF003377,2720-WGKHP,2025-06-17,Extra 100GB Data,100.0,Yes,2025-06-19,New,Yes
OFF003378,2720-WGKHP,2024-06-21,Extra 100GB Data,100.0,Yes,2024-06-28,New,Yes
OFF003379,2869-ADAWR,2025-10-19,Premium Support,0.0,Yes,2025-10-25,Loyal,Yes
OFF003380,2869-ADAWR,2023-03-27,Free Upgrade,0.0,Yes,2023-03-28,Loyal,Yes
OFF003381,2869-ADAWR,2024-07-09,Free Upgrade,0.0,Yes,2024-07-12,Loyal,Yes
OFF003382,9894-EZEWG,2024-11-08,Free Installation,0.0,Yes,2024-11-09,New,Yes
OFF003383,7851-FLGGQ,2023-08-24,20% Discount,4.46,Yes,2023-08-28,New,Yes
OFF003384,7851-FLGGQ,2024-03-14,30% Discount,13.39,No,,New,Yes
OFF003385,0637-UBJRP,2024-10-13,30% Discount,8.4,No,,Regular,Yes
OFF003386,0637-UBJRP,2024-01-14,Cashback ₹500,500.0,Yes,2024-01-18,Regular,Yes
OFF003387,0637-UBJRP,2024-04-14,20% Discount,16.81,No,,Regular,Yes
OFF003388,0940-OUQEC,2024-07-07,10% Discount,16.14,No,,New,Yes
OFF003389,0702-PGIBZ,2023-05-11,30% Discount,10.17,Yes,2023-05-15,New,Yes
OFF003390,1963-VAUKV,2024-06-10,Extra 100GB Data,100.0,No,,New,Yes
OFF003391,1963-VAUKV,2023-11-21,Cashback ₹500,500.0,No,,New,Yes
OFF003392,1963-VAUKV,2023-09-25,Extra 100GB Data,100.0,No,,New,Yes
OFF003393,3058-HJCUY,2023-03-18,10% Discount,30.78,Yes,2023-03-24,Loyal,Yes
OFF003394,3259-FDWOY,2025-04-17,30% Discount,21.2,No,,Loyal,Yes
OFF003395,3259-FDWOY,2023-03-26,30% Discount,31.8,No,,Loyal,Yes
OFF003396,3259-FDWOY,2023-02-16,20% Discount,10.6,No,,Loyal,Yes
OFF003397,0807-ZABDG,2024-02-04,Free 3 Months Streaming,0.0,No,,New,Yes
OFF003398,0807-ZABDG,2023-07-17,10% Discount,11.02,No,,New,Yes
OFF003399,5748-RNCJT,2025-01-21,Cashback ₹500,500.0,Yes,2025-01-28,Loyal,Yes
OFF003400,5748-RNCJT,2025-12-25,Premium Support,0.0,Yes,2025-12-27,Loyal,Yes
OFF003401,7739-LAXOG,2023-03-12,Cashback ₹500,500.0,No,,Regular,Yes
OFF003402,7739-LAXOG,2025-03-01,10% Discount,9.11,No,,Regular,Yes
OFF003403,7739-LAXOG,2023-11-25,Premium Support,0.0,No,,Regular,Yes
OFF003404,9776-CLUJA,2023-12-24,Extra 100GB Data,100.0,Yes,2023-12-25,Loyal,Yes
OFF003405,9776-CLUJA,2025-10-14,Free Installation,0.0,Yes,2025-10-15,Loyal,Yes
OFF003406,6034-ZRYCV,2023-04-03,Free 3 Months Streaming,0.0,Yes,2023-04-10,Loyal,Yes
OFF003407,6034-ZRYCV,2025-11-27,Free 3 Months Streaming,0.0,No,,Loyal,Yes
OFF003408,6034-ZRYCV,2023-01-13,Free Installation,0.0,Yes,2023-01-20,Loyal,Yes
OFF003409,2079-FBMZK,2025-08-01,Free Upgrade,0.0,Yes,2025-08-06,New,Yes
OFF003410,2079-FBMZK,2023-10-24,Premium Support,0.0,Yes,2023-10-26,New,Yes
OFF003411,6608-QQLVK,2023-03-11,Loyalty Reward,0.0,No,,New,Yes
OFF003412,3551-HUAZH,2023-08-09,10% Discount,14.88,No,,New,Yes
OFF003413,6302-JGYRJ,2025-05-10,Cashback ₹500,500.0,No,,Regular,Yes
OFF003414,6302-JGYRJ,2025-05-04,Free Upgrade,0.0,Yes,2025-05-06,Regular,Yes
OFF003415,3685-YLCMQ,2024-11-21,30% Discount,20.93,Yes,2024-11-25,Loyal,Yes
OFF003416,8634-MPHTR,2023-11-03,20% Discount,30.01,No,,Loyal,Yes
OFF003417,8634-MPHTR,2023-02-20,Free Upgrade,0.0,Yes,2023-02-25,Loyal,Yes
OFF003418,8634-MPHTR,2025-10-23,Free Upgrade,0.0,No,,Loyal,Yes
OFF003419,8761-NSOBC,2023-08-23,Premium Support,0.0,No,,Loyal,Yes
OFF003420,8761-NSOBC,2024-08-19,Extra 100GB Data,100.0,No,,Loyal,Yes
OFF003421,8413-VONUO,2023-02-04,20% Discount,9.57,No,,New,Yes
OFF003422,8413-VONUO,2024-06-20,20% Discount,19.13,Yes,2024-06-27,New,Yes
OFF003423,8413-VONUO,2023-03-16,Extra 100GB Data,100.0,No,,New,Yes
OFF003424,9223-UCPVT,2025-07-06,20% Discount,9.44,Yes,2025-07-07,New,Yes
OFF003425,9223-UCPVT,2024-07-15,Extra 100GB Data,100.0,No,,New,Yes
OFF003426,9223-UCPVT,2023-05-15,Extra 100GB Data,100.0,No,,New,Yes
OFF003427,4351-QLCSU,2024-11-24,Free Upgrade,0.0,Yes,2024-11-26,New,Yes
OFF003428,4351-QLCSU,2024-09-12,20% Discount,11.0,Yes,2024-09-14,New,Yes
OFF003429,5419-JPRRN,2023-10-23,Premium Support,0.0,No,,New,Yes
OFF003430,5419-JPRRN,2023-04-13,Free 3 Months Streaming,0.0,No,,New,Yes
OFF003431,2100-BDNSN,2023-10-10,20% Discount,6.8,Yes,2023-10-12,New,Yes
OFF003432,2100-BDNSN,2025-06-04,Premium Support,0.0,No,,New,Yes
OFF003433,0488-GSLFR,2024-04-06,Loyalty Reward,0.0,No,,New,Yes
OFF003434,0488-GSLFR,2024-08-16,20% Discount,20.85,No,,New,Yes
OFF003435,9318-NKNFC,2023-01-08,Cashback ₹500,500.0,Yes,2023-01-11,New,Yes
OFF003436,9728-FTTVZ,2025-08-16,Free Installation,0.0,Yes,2025-08-19,New,Yes
OFF003437,9728-FTTVZ,2024-03-15,10% Discount,6.92,No,,New,Yes
OFF003438,9728-FTTVZ,2025-01-14,30% Discount,13.84,No,,New,Yes
OFF003439,7254-IQWOZ,2023-05-28,30% Discount,13.93,No,,New,Yes
OFF003440,7254-IQWOZ,2024-06-25,Free Installation,0.0,No,,New,Yes
OFF003441,2474-BRUCM,2023-12-18,Premium Support,0.0,No,,Loyal,Yes
OFF003442,2474-BRUCM,2024-01-20,20% Discount,20.37,No,,Loyal,Yes
OFF003443,2474-BRUCM,2023-10-28,30% Discount,30.55,Yes,2023-10-28,Loyal,Yes
OFF003444,0742-NXBGR,2025-01-17,10% Discount,8.23,No,,New,Yes
OFF003445,0742-NXBGR,2024-03-20,10% Discount,16.46,No,,New,Yes
OFF003446,6110-OHIHY,2025-01-04,Loyalty Reward,0.0,No,,New,Yes
OFF003447,6110-OHIHY,2023-05-01,Free Upgrade,0.0,No,,New,Yes
OFF003448,5889-LFOLL,2025-07-23,Premium Support,0.0,Yes,2025-07-25,Regular,Yes
OFF003449,5889-LFOLL,2024-08-02,Extra 100GB Data,100.0,No,,Regular,Yes
OFF003450,5889-LFOLL,2023-01-17,Free Installation,0.0,No,,Regular,Yes
OFF003451,5708-EVONK,2025-01-15,20% Discount,28.02,Yes,2025-01-19,Loyal,Yes
OFF003452,8708-XPXHZ,2024-05-09,Free Installation,0.0,Yes,2024-05-16,Loyal,Yes
OFF003453,8708-XPXHZ,2024-12-01,Extra 100GB Data,100.0,No,,Loyal,Yes
OFF003454,0616-ATFGB,2025-03-04,Loyalty Reward,0.0,No,,New,Yes
OFF003455,0616-ATFGB,2025-12-13,Loyalty Reward,0.0,No,,New,Yes
OFF003456,0616-ATFGB,2023-12-24,Loyalty Reward,0.0,Yes,2023-12-28,New,Yes
OFF003457,7016-BPGEU,2025-08-23,Free Upgrade,0.0,No,,Regular,Yes
OFF003458,7016-BPGEU,2025-04-18,Extra 100GB Data,100.0,No,,Regular,Yes
OFF003459,6876-ADESB,2025-02-05,30% Discount,4.9,No,,New,Yes
OFF003460,6876-ADESB,2023-05-18,Free 3 Months Streaming,0.0,Yes,2023-05-20,New,Yes
OFF003461,1963-SVUCV,2025-04-12,Free Installation,0.0,No,,New,Yes
OFF003462,1963-SVUCV,2024-05-04,30% Discount,4.53,No,,New,Yes
OFF003463,1963-SVUCV,2023-03-10,20% Discount,4.53,No,,New,Yes
OFF003464,0220-EBGCE,2025-01-20,Free Installation,0.0,Yes,2025-01-23,New,Yes
OFF003465,2754-VDLTR,2023-06-05,Extra 100GB Data,100.0,No,,New,Yes
OFF003466,2754-VDLTR,2023-01-23,Cashback ₹500,500.0,No,,New,Yes
OFF003467,3190-XFANI,2024-08-01,20% Discount,20.12,No,,Loyal,Yes
OFF003468,3190-XFANI,2025-06-03,Premium Support,0.0,Yes,2025-06-09,Loyal,Yes
OFF003469,7551-DACSP,2025-01-04,20% Discount,11.06,No,,New,Yes
OFF003470,7235-NXZCP,2025-01-17,10% Discount,14.97,No,,New,Yes
OFF003471,0520-FDVVT,2025-03-23,Extra 100GB Data,100.0,No,,Regular,Yes
OFF003472,0520-FDVVT,2024-09-10,10% Discount,20.47,Yes,2024-09-11,Regular,Yes
OFF003473,0520-FDVVT,2024-02-28,Free 3 Months Streaming,0.0,Yes,2024-02-28,Regular,Yes
OFF003474,1444-VVSGW,2024-06-07,Extra 100GB Data,100.0,No,,Loyal,Yes
OFF003475,1444-VVSGW,2023-11-12,Free 3 Months Streaming,0.0,Yes,2023-11-13,Loyal,Yes
OFF003476,5712-PTIWW,2023-10-04,20% Discount,23.95,No,,New,Yes
OFF003477,5712-PTIWW,2025-12-28,Extra 100GB Data,100.0,No,,New,Yes
OFF003478,3315-TOTBP,2025-06-28,Free 3 Months Streaming,0.0,No,,Regular,Yes
OFF003479,3315-TOTBP,2025-08-16,Free 3 Months Streaming,0.0,No,,Regular,Yes
OFF003480,3315-TOTBP,2023-08-01,Free Installation,0.0,No,,Regular,Yes
OFF003481,6661-HBGWL,2025-04-21,30% Discount,31.42,Yes,2025-04-27,Loyal,Yes
OFF003482,1518-VOWAV,2025-06-10,20% Discount,7.47,No,,New,Yes
OFF003483,1518-VOWAV,2025-09-14,Loyalty Reward,0.0,Yes,2025-09-17,New,Yes
OFF003484,1518-VOWAV,2025-12-28,Loyalty Reward,0.0,Yes,2025-12-28,New,Yes
OFF003485,5909-ECHUI,2025-11-27,Free Upgrade,0.0,Yes,2025-11-28,New,Yes
OFF003486,1309-BXVOQ,2023-09-06,Extra 100GB Data,100.0,Yes,2023-09-09,Regular,Yes
OFF003487,9317-WZPGV,2023-10-28,10% Discount,15.95,Yes,2023-10-28,New,Yes
OFF003488,2856-HYAPG,2023-12-21,Free Upgrade,0.0,Yes,2023-12-23,New,Yes
OFF003489,2856-HYAPG,2024-10-27,Premium Support,0.0,No,,New,Yes
OFF003490,4488-PSYCG,2024-06-16,Extra 100GB Data,100.0,No,,Regular,Yes
OFF003491,3621-CEOVK,2024-04-07,Cashback ₹500,500.0,No,,Regular,Yes
OFF003492,3621-CEOVK,2024-08-12,Cashback ₹500,500.0,No,,Regular,Yes
OFF003493,6906-ANDWJ,2025-08-02,Free Installation,0.0,Yes,2025-08-06,Regular,Yes
OFF003494,1031-IIDEO,2025-12-08,Free Installation,0.0,No,,New,Yes
OFF003495,1031-IIDEO,2023-05-28,Free 3 Months Streaming,0.0,No,,New,Yes
OFF003496,1031-IIDEO,2024-12-21,20% Discount,7.08,No,,New,Yes
OFF003497,5832-XKAES,2025-12-25,Extra 100GB Data,100.0,No,,New,Yes
OFF003498,5832-XKAES,2025-04-02,Loyalty Reward,0.0,No,,New,Yes
OFF003499,4701-AHWMW,2023-06-11,Free 3 Months Streaming,0.0,Yes,2023-06-12,Loyal,Yes
OFF003500,4701-AHWMW,2025-02-11,Extra 100GB Data,100.0,No,,Loyal,Yes
OFF003501,4701-AHWMW,2025-01-24,Free Installation,0.0,No,,Loyal,Yes
OFF003502,9210-IAHGH,2023-06-11,20% Discount,14.15,Yes,2023-06-15,New,Yes
OFF003503,9210-IAHGH,2025-05-09,Extra 100GB Data,100.0,No,,New,Yes
OFF003504,9210-IAHGH,2024-07-14,Free 3 Months Streaming,0.0,Yes,2024-07-15,New,Yes
OFF003505,0023-XUOPT,2023-10-03,Extra 100GB Data,100.0,Yes,2023-10-10,Regular,Yes
OFF003506,0023-XUOPT,2024-01-12,Free 3 Months Streaming,0.0,Yes,2024-01-19,Regular,Yes
OFF003507,4592-IWTJI,2023-08-02,Extra 100GB Data,100.0,No,,New,Yes
OFF003508,4592-IWTJI,2024-07-02,Free Upgrade,0.0,No,,New,Yes
OFF003509,7632-MNYOY,2025-10-25,Cashback ₹500,500.0,No,,Loyal,Yes
OFF003510,7632-MNYOY,2023-08-03,20% Discount,22.18,Yes,2023-08-04,Loyal,Yes
OFF003511,7632-MNYOY,2024-05-13,Cashback ₹500,500.0,No,,Loyal,Yes
OFF003512,6518-LGAOV,2023-10-26,Free Installation,0.0,Yes,2023-10-28,Loyal,Yes
OFF003513,7242-QZLXF,2025-10-28,Free 3 Months Streaming,0.0,No,,New,Yes
OFF003514,4576-CSAJH,2024-08-28,Cashback ₹500,500.0,Yes,2024-08-28,Regular,Yes
OFF003515,1000-AJSLD,2024-03-24,Premium Support,0.0,No,,New,Yes
OFF003516,1062-LHZOD,2025-08-20,20% Discount,20.97,Yes,2025-08-26,New,Yes
OFF003517,1062-LHZOD,2024-04-26,Extra 100GB Data,100.0,No,,New,Yes
OFF003518,9600-NAXZN,2025-05-20,Cashback ₹500,500.0,No,,Loyal,Yes
